# SIN
ID	Languages	Gloss	GlossId	Ortho	IPA	CogID
374	Nanchang	rooster	35	鸡公	ʨi⁴²kuŋ⁴²	95
375	Chengdu	rooster	35	鸡公	ʨi⁵⁵koŋ⁵⁵	95
376	Chengdu	rooster	35	雄鸡	ɕɥoŋ³¹ʨi⁵⁵	96
377	Taiyuan	rooster	35	公鸡	kwəŋ¹¹ʨi¹¹	96
378	Shexian	rooster	35	鸡公	ʨi³¹kwʌ̃³¹	95
379	Beijing	rooster	35	公鸡	kuŋ⁵⁵ʨi⁵⁵	96
380	Kunming	rooster	35	公鸡	koŋ⁴⁴ʨi⁴⁴	96
381	Shanghai	rooster	35	雄鸡	ɦjoŋ¹³ʨi⁵³	96
382	Shanghai	rooster	35	公鸡	koŋ⁵³ʨi⁵³	96
# 
383	Meixian	chicken	36	鸡嫲	ke⁴⁴ma¹¹	104
384	Changsha	chicken	36	鸡婆	ʨi³³po¹³	100
385	Guixian	chicken	36	子鸡	ʦɿ⁴²ʨi⁵⁵	99
386	Guixian	chicken	36	草鸡	ʦʰa⁴²ʨi⁵⁵	99
387	Guixian	chicken	36	母鸡	mu⁴²ʨi⁵⁵	99
388	Xiamen	chicken	36	鸡母	kwe⁵⁵bu	105
389	Xiamen	chicken	36	鸡僆	kwe⁵⁵nwa²²	102
390	Hefei	chicken	36	母鸡	məŋ²⁴ʦɿ²¹	99
391	Hefei	chicken	36	老母鸡	lɔ²⁴məʦɿ²¹	107
392	Jinan	chicken	36	母鸡	mu⁵⁵ʨi	99
393	Jinan	chicken	36	草鸡	ʦʰɔ⁵⁵ʨi	99
394	Hangzhou	chicken	36	婆鸡	bo²¹³ʨi	103
395	Guangzhou	chicken	36	鸡乸	kɐj⁵⁵na³⁵	102
396	Guangzhou	chicken	36	鸡项	kɐj⁵⁵hɔŋ³⁵	106
397	Nanchang	chicken	36	鸡婆	ʨi⁴²pʰo²⁴	100
398	Chengdu	chicken	36	老母鸡	naw⁵³mu⁵³ʨi⁵⁵	101
399	Chengdu	chicken	36	鸡婆	ʨi⁵⁵pʰo³¹	100
400	Taiyuan	chicken	36	草鸡	ʦʰaw⁵³ʨi¹¹	99
401	Shexian	chicken	36	鸡母	ʨi³¹m̩³⁵	104
402	Shexian	chicken	36	鸡婆	ʨi³¹pʰo⁴⁴	100
403	Beijing	chicken	36	母鸡	mu²¹⁴ʨi⁵⁵	99
404	Kunming	chicken	36	母鸡	mu⁵³ʨi⁴⁴	99
405	Shanghai	chicken	36	雌鸡	ʦʰɿ⁵³ʨi⁵³	99
406	Shanghai	chicken	36	母鸡	mu¹³ʨi⁵³	99
# 
407	Meixian	sparrow	37	禾笔儿	vo¹¹pit¹le	111
408	Changsha	sparrow	37	麻雀子	ma¹³ʦʰjo²⁴ʦɿ	109
409	Guixian	sparrow	37	麻雀	ma²¹ʨʰjo²¹	109
410	Xiamen	sparrow	37	粟鸟仔	ʦʰik²ʦjawiau⁵³a⁵³	113
411	Hefei	sparrow	37	麻啾	ma⁵⁵ʨʰjɯ²¹	109
412	Jinan	sparrow	37	家雀儿	ʨja²¹³ʨʰɥər	108
413	Jinan	sparrow	37	家雀子	ʨja²¹³ʨʰɥəʦɿ	108
414	Hangzhou	sparrow	37	麻巧儿	mɑ²¹³ʨʰjɔ⁵³əl²¹³	109
415	Guangzhou	sparrow	37	麻雀	ma²¹ʦœk³³	109
416	Nanchang	sparrow	37	奸雀子	kan⁴²ʨʰjɔʔ⁰²ʦɿ⁰²	110
417	Nanchang	sparrow	37	麻雀子	mɑ⁴⁵ʨʰjɔʔ⁰⁴ʦɿ⁰⁴	109
418	Chengdu	sparrow	37	麻雀儿	ma³¹ʨʰɥər³¹	109
419	Taiyuan	sparrow	37	雀儿	ʨʰɥar⁵³	112
420	Taiyuan	sparrow	37	麻雀儿	ma¹¹ʨʰɥar⁵³	109
421	Shexian	sparrow	37	麻雀	ma⁴⁴ʦʰjɔʔ²¹	109
422	Beijing	sparrow	37	家雀儿	ʨja⁵⁵ʨʰjɑwiɑur²¹⁴	108
423	Kunming	sparrow	37	谷雀	ku³¹ʨʰjo³¹	110
424	Kunming	sparrow	37	麻雀	mᴀ³¹ʨʰjo³¹	109
425	Shanghai	sparrow	37	麻雀	mo¹³ʨʰjaʔ⁵	109
426	Shanghai	sparrow	37	麻鸟	mo¹³tjɔ⁵³	109
# 
427	Meixian	mouse	38	老鼠儿	law³¹ʦʰu³¹ve	115
428	Changsha	mouse	38	老鼠子	law⁴¹ɕy⁴¹ʦɿ	115
429	Changsha	mouse	38	高客	kaw³³kʰə²⁴	114
430	Guixian	mouse	38	耗子	xa²¹³ʦɿ⁴²	114
431	Xiamen	mouse	38	老鼠	njawiau⁵³ʦʰu⁵³	116
432	Hefei	mouse	38	老鼠	lɔ²⁴t͡ʂʰwə	115
433	Jinan	mouse	38	老鼠	lɔ⁵⁵ʂu	115
434	Jinan	mouse	38	耗子	xɔ²¹ʦɿ	114
435	Hangzhou	mouse	38	老鼠	lɔ⁵³ʦʰy⁵³	115
436	Nanchang	mouse	38	老鼠	lɑw²¹³ɕy⁰⁴	115
437	Chengdu	mouse	38	老鼠	naw⁵³su⁵³	115
438	Chengdu	mouse	38	耗子	xaw¹³ʦɿ⁵³	114
439	Shexian	mouse	38	老鼠	lɔ³⁵ʨʰy³⁵	115
440	Shexian	mouse	38	尖嘴	ʦe³¹ʨy³⁵	117
441	Beijing	mouse	38	耗子	xɑw⁵¹ʦɿ¹	114
442	Kunming	mouse	38	老鼠	lɔ⁵³t͡ʂʰu⁵³	115
443	Shanghai	mouse	38	老虫	lɔ¹³zoŋ²³	115
444	Shanghai	mouse	38	老鼠	lɔ¹³ʦʰɿ³⁵	115
# 
445	Meixian	bedbug	39	乾蜱	kon⁴⁴pʰi⁴⁴	121
446	Changsha	bedbug	39	臭虫	t͡ʂʰəw⁵⁵t͡ʂoŋ¹³	118
447	Changsha	bedbug	39	香姑娘	ɕjan³³ku³³ȵjan¹³	122
448	Guixian	bedbug	39	臭虫	ʦʰəw²¹³ʦʰoŋ²¹	118
449	Xiamen	bedbug	39	木虱	bat⁵sat³²	120
450	Hefei	bedbug	39	臭虫	t͡ʂʰɯ⁵³t͡ʂʰəŋ	118
451	Jinan	bedbug	39	臭虫	t͡ʂʰow²¹t͡ʂʰuŋ⁴²	118
452	Hangzhou	bedbug	39	臭虫	ʦʰej⁴⁴⁵ʣoŋ²¹³	118
453	Guangzhou	bedbug	39	木虱	mok²sɐt⁵	119
454	Nanchang	bedbug	39	臭虫	ʦʰɨw²¹³ʦʰuŋ⁰⁴	118
455	Chengdu	bedbug	39	臭虫	ʦʰəw¹³ʦʰoŋ³¹	118
456	Taiyuan	bedbug	39	壁虱	pjəʔ²səʔ²	120
457	Shexian	bedbug	39	木虱	mɔ²²seʔ²¹	119
458	Shexian	bedbug	39	壁虱	pi²¹seʔ²¹	120
459	Beijing	bedbug	39	臭虫	t͡ʂʰow⁵¹t͡ʂʰuŋ¹	118
460	Kunming	bedbug	39	壁虱	pi³¹sə³¹	120
461	Shanghai	bedbug	39	臭虫	ʦʰɤ³⁵zoŋ²³	118
462	Shanghai	bedbug	39	瘪虱	pjɪʔ⁵səʔ⁵	120
# 
463	Meixian	house	40	屋儿	vuk¹e	125
464	Changsha	house	40	屋	u²⁴	124
465	Guixian	house	40	房子	faŋ²¹ʦɿ⁴²	123
466	Xiamen	house	40	厝	ʦʰu²¹	127
467	Hefei	house	40	宅子	ʦɐʔ⁵ʦə	126
468	Jinan	house	40	房子	faŋ⁴²ʦɿ	123
469	Jinan	house	40	屋	u²¹³	124
470	Hangzhou	house	40	房子	vɑŋ²¹³ʦɿ	123
471	Guangzhou	house	40	屋	ok⁵	125
472	Nanchang	house	40	屋	uʔ⁵	124
473	Chengdu	house	40	房子	faŋ³¹ʦɿ⁵³	123
474	Taiyuan	house	40	房子	fɒ̃¹¹ʦəʔ	123
475	Shexian	house	40	屋	uʔ²¹	124
476	Beijing	house	40	房子	fɑŋ³⁵ʦɿ³	123
477	Kunming	house	40	房子	fᴀ̃³¹ʦɿ⁵³	123
478	Shanghai	house	40	房子	vɑ̃¹³ʦɿ³⁵	123
# 
479	Meixian	window	42	窗儿	ʦʰuŋ⁴⁴ŋe	130
480	Changsha	window	42	亮窗	ljan¹¹ʨʰɥan³³	129
481	Guixian	window	42	窗子	ʦʰwaŋ⁵⁵ʦɿ⁴²	128
482	Xiamen	window	42	窗仔	tʰaŋ⁵⁵ŋa⁵³	132
483	Hefei	window	42	窗子	t͡ʂʰwɑ̃²¹ʦə	128
484	Jinan	window	42	窗户	t͡ʂʰwaŋ²¹³xu	128
485	Jinan	window	42	窗子	t͡ʂʰwaŋ²¹³ʦɿ	128
486	Hangzhou	window	42	窗门	ʦʰɥɑŋ³³men²¹³	130
487	Hangzhou	window	42	窗子	ʦʰɥɑŋ³³ʦɿ⁵³	128
488	Guangzhou	window	42	窗	ʦʰœŋ⁵⁵	130
489	Guangzhou	window	42	窗门	ʦʰœŋ⁵⁵mun²¹	130
490	Nanchang	window	42	窗子	ʦʰɔŋ⁴²ʦɿ⁰²	128
491	Nanchang	window	42	格子旧	kɑʔ⁵ʦɿ⁰²	131
492	Chengdu	window	42	窗户	ʦʰwaŋ⁵⁵xu	128
493	Chengdu	window	42	窗子	ʦʰwaŋ⁵⁵ʦɿ	128
494	Taiyuan	window	42	窗户	ʦʰwɒ̃¹¹xu⁴⁵	128
495	Taiyuan	window	42	窗子	ʦʰwɒ̃¹¹ʦəʔ	128
496	Shexian	window	42	槛窗	kʰɛ³⁵ʦʰo³¹	131
497	Shexian	window	42	槛闼	kʰɛ³⁵tʰa²²	133
498	Beijing	window	42	窗户	t͡ʂʰwɑŋ⁵⁵xu²	128
499	Kunming	window	42	窗户	t͡ʂʰwᴀ̃⁴⁴xoŋ⁴⁴	128
500	Shanghai	window	42	窗门	ʦʰɑ̃⁵³məŋ¹³	130
501	Shanghai	window	42	窗	ʦʰɑ̃⁵³	130
# 
502	Meixian	doorsills	43	门段	mun¹¹ton⁵³	134
503	Changsha	doorsills	43	门坎	mən¹³kʰan⁴¹	134
504	Guixian	doorsills	43	门坎	men²¹kʰan⁴²	134
505	Xiamen	doorsills	43	户滇	hɔ²²tiŋ²²	137
506	Hefei	doorsills	43	门坎	mən⁵⁵kʰæ̃²⁴	134
507	Jinan	doorsills	43	门槛子	mẽ⁴²ʨʰjã²¹ʦɿ	136
508	Hangzhou	doorsills	43	门坎	men²¹³kʰᴇ̃⁵³	134
509	Guangzhou	doorsills	43	门坎	mun²¹hɐm	135
510	Nanchang	doorsills	43	门坎	mɨn⁴⁵kan⁰⁴	134
511	Chengdu	doorsills	43	门槛	mən³¹kʰan⁵³	134
512	Taiyuan	doorsills	43	门限限	məŋ¹¹ɕje⁴⁵ɕje⁴⁵	136
513	Shexian	doorsills	43	门槛	mʌ̃⁴⁴kʰɛ³⁵	134
514	Beijing	doorsills	43	门坎儿	mən³⁵kʰar²¹⁴	134
515	Kunming	doorsills	43	门坎	mə̃³¹kʰᴀ̃⁵³	134
516	Shanghai	doorsills	43	门槛	məŋ¹³kʰe³⁵	134
# 
517	Meixian	kitchen	45	厨房下	ʦʰu¹¹foŋ¹¹ha⁴⁴	140
518	Changsha	kitchen	45	厨房	ʨy¹³fan¹³	140
519	Changsha	kitchen	45	灶屋	ʦaw⁵⁵u²⁴	143
520	Guixian	kitchen	45	厨房	ʦʰu²¹faŋ²¹	140
521	Guixian	kitchen	45	灶房	ʦa²¹³faŋ²¹	140
522	Xiamen	kitchen	45	灶骹	ʦaw²¹kʰa⁵⁵	143
523	Xiamen	kitchen	45	厨房	tu³⁵paŋ³⁵	140
524	Hefei	kitchen	45	锅间	ku²¹ʨjɪ̃²¹	138
525	Jinan	kitchen	45	饭屋	fã²¹u	139
526	Jinan	kitchen	45	厨房	t͡ʂʰu⁴²faŋ⁴²	140
527	Hangzhou	kitchen	45	厨房	ʣy²¹³vɑŋ²¹³	140
528	Guangzhou	kitchen	45	厨房	ʦʰøɥ²¹fɔŋ²¹	140
529	Guangzhou	kitchen	45	下间	ha²²kan⁵⁵	144
530	Nanchang	kitchen	45	厨房	ʨʰy²⁴fɔŋ⁰⁴	140
531	Chengdu	kitchen	45	厨房	ʦʰu³¹faŋ³¹	140
532	Chengdu	kitchen	45	灶房	ʦaw¹³faŋ³¹	140
533	Chengdu	kitchen	45	灶屋	ʦaw¹³u³¹	143
534	Chengdu	kitchen	45	灶门间儿	ʦaw¹³mən³¹ʨʰɥər⁵⁵	145
535	Taiyuan	kitchen	45	厨房	ʦʰu¹¹fɒ̃¹¹	140
536	Shexian	kitchen	45	灶下	ʦɔ³²⁴xa³⁵	142
537	Beijing	kitchen	45	厨房	t͡ʂʰu³⁵fɑŋ³⁵	140
538	Kunming	kitchen	45	灶房	ʦɔ²¹²fᴀ̃³¹	140
539	Shanghai	kitchen	45	灶披间	ʦɔ³⁵pʰi⁵³ke⁵³	141
# 
540	Meixian	chimney	46	烟涵	jan⁴⁴ham¹¹	148
541	Changsha	chimney	46	烟筒	jẽ³³toŋ¹³	146
542	Guixian	chimney	46	烟囱	jan⁵⁵ʦʰoŋ⁵⁵	146
543	Xiamen	chimney	46	烟筒	jan⁵⁵taŋ³⁵	146
544	Hefei	chimney	46	烟龙	jɪ̃²¹ləŋ	147
545	Jinan	chimney	46	烟筒	jã²¹³tʰuŋ	146
546	Jinan	chimney	46	灶突	ʦɔ²¹tu⁴²	149
547	Jinan	chimney	46	气烟	ʨʰi²¹jã	150
548	Hangzhou	chimney	46	烟囱	ʔjᴇ̃³³ʦʰoŋ³³	146
549	Guangzhou	chimney	46	烟通	jin⁵⁵tʰoŋ⁵⁵	146
550	Nanchang	chimney	46	烟筒	jɛn⁴²tʰuŋ⁰²	146
551	Chengdu	chimney	46	烟囱	jan⁵⁵ʦʰoŋ⁵⁵	146
552	Taiyuan	chimney	46	烟洞	je¹¹twəŋ⁴⁵	146
553	Taiyuan	chimney	46	烟筒	je¹¹tʰwəŋ⁵³	146
554	Shexian	chimney	46	烟囱	je³¹ʦʰʌ̃³¹	146
555	Beijing	chimney	46	烟筒	jan⁵⁵tʰuŋ²	146
556	Kunming	chimney	46	烟囱	jɛ̃⁴⁴ʦʰoŋ⁴⁴	146
557	Shanghai	chimney	46	烟囱	i⁵³ʦʰoŋ⁵³	146
# 
558	Meixian	table	47	桌儿	ʦok¹e	153
559	Changsha	table	47	桌子	ʦo²⁴ʦɿ	151
560	Guixian	table	47	桌子	ʦo²¹ʦɿ⁴²	151
561	Xiamen	table	47	桌仔	toʔ³²a⁵³	153
562	Xiamen	table	47	桌	toʔ³²	153
563	Hefei	table	47	桌子	t͡ʂwɐ⁵ʦə	151
564	Jinan	table	47	桌子	t͡ʂwə²¹³ʦɿ	151
565	Hangzhou	table	47	桌子	ʦoʔ⁵ʦɿ	151
566	Guangzhou	table	47	枱	tʰɔj²¹	152
567	Nanchang	table	47	桌子	ʦɔʔ⁵ʦɿ⁰²	151
568	Chengdu	table	47	桌子	ʦo³¹ʦɿ⁵³	151
569	Taiyuan	table	47	桌子	ʦwaʔ²ʦəʔ	151
570	Shexian	table	47	桌	ʦɔʔ²¹	153
571	Beijing	table	47	桌子	t͡ʂwo⁵⁵ʦɿ²	151
572	Kunming	table	47	桌子	t͡ʂo³¹ʦɿ⁵³	151
573	Shanghai	table	47	台子	de¹³ʦɿ³⁵	151
# 
574	Meixian	stairs	48	梯排	tʰoj⁴⁴pʰaj¹¹	156
575	Changsha	stairs	48	楼梯	ləw¹³tʰi³³	154
576	Guixian	stairs	48	楼梯	ləw²¹tʰi⁵⁵	154
577	Xiamen	stairs	48	楼梯	law³⁵tʰwi	154
578	Xiamen	stairs	48	楼徛	law³⁵kja²²	158
579	Hefei	stairs	48	楼梯	lɯ⁵⁵ʦʰɿ²¹	154
580	Jinan	stairs	48	楼梯	low²¹tʰi²¹³	154
581	Hangzhou	stairs	48	扶梯	ɦu²¹³tʰi³³	155
582	Guangzhou	stairs	48	楼梯	lɐw²¹tʰɐj⁵⁵	154
583	Nanchang	stairs	48	楼梯	lɛw⁴⁵tʰi⁰⁴	154
584	Chengdu	stairs	48	楼梯	nəw³¹tʰi⁵⁵	154
585	Taiyuan	stairs	48	楼梯	ləw¹¹tʰi¹¹	154
586	Shexian	stairs	48	阁梯	kɔ²¹tʰɛ³¹	155
587	Shexian	stairs	48	阁桥	kɔ²¹ʨʰjɔ⁴⁴	157
588	Beijing	stairs	48	楼梯	low³⁵tʰi⁵⁵	154
589	Kunming	stairs	48	楼梯	ləw³¹tʰi⁴⁴	154
590	Shanghai	stairs	48	胡梯	ɦu¹³tʰi⁵³	155
# 
591	Meixian	head	49	头	tʰew¹¹	161
592	Changsha	head	49	脑壳	law⁴¹kʰo²⁴	160
593	Guixian	head	49	脑壳	la⁴²kʰo²¹	160
594	Xiamen	head	49	头壳	tʰaw³⁵kʰak³²	161
595	Xiamen	head	49	头	tʰaw³⁵	161
596	Hefei	head	49	头	tʰɯ⁵⁵	161
597	Jinan	head	49	头	tʰow	161
598	Jinan	head	49	脑袋	nɔ⁵⁵tɛ	159
599	Hangzhou	head	49	头	dej²¹³	161
600	Guangzhou	head	49	头	tʰɐw²¹	161
601	Guangzhou	head	49	头壳	tʰɐw²¹hɔk³	161
602	Nanchang	head	49	头	tʰɛw²⁴	161
603	Chengdu	head	49	头	tʰəw³¹	161
604	Chengdu	head	49	脑壳	naw⁵³kʰo³¹	160
605	Taiyuan	head	49	得脑	təʔ²naw⁵³	162
606	Shexian	head	49	头	tʰju⁴⁴	161
607	Shexian	head	49	头脑壳	tʰju⁴⁴lɔ³⁵kʰɔʔ²¹	163
608	Beijing	head	49	脑袋	nɑw²¹⁴taj⁴	159
609	Beijing	head	49	脑袋瓜儿	nɑw²¹⁴taj⁴kwar⁵⁵	159
610	Beijing	head	49	头	tʰow³⁵	161
611	Kunming	head	49	脑壳	nɔ⁵³kʰo³¹	160
612	Shanghai	head	49	头	dɤ¹³	161
# 
613	Meixian	forehead	50	额	ŋjak¹	167
614	Meixian	forehead	50	额角	ŋjak¹kok¹	167
615	Changsha	forehead	50	额壳	ŋə²⁴kʰo²⁴	165
616	Changsha	forehead	50	额头	ŋə²⁴təw¹³	166
617	Guixian	forehead	50	额颅	ŋɛ²¹ləw⁵⁵	166
618	Xiamen	forehead	50	头额	tʰaw³⁵hjaʔ⁵	172
619	Hefei	forehead	50	额脑头	ɐʔ⁵lɔ²⁴tʰɯ⁵⁵	168
620	Jinan	forehead	50	额拉盖儿	jə²¹lakɛr²¹	169
621	Hangzhou	forehead	50	额角头	ŋɑʔ²koʔ⁵dej²¹³	165
622	Guangzhou	forehead	50	额头	ŋak²tʰɐw²¹	167
623	Guangzhou	forehead	50	额	ŋak²	167
624	Nanchang	forehead	50	脑瓜	lɑw²¹³kwɑ⁰⁴	170
625	Chengdu	forehead	50	额颅	ŋe³¹nəw³¹	166
626	Taiyuan	forehead	50	奔颅	pəŋ¹¹ləw¹¹	171
627	Shexian	forehead	50	额角头	ŋɛ²¹kɔ²¹tʰju⁴⁴	165
628	Beijing	forehead	50	脑门儿	nɑw²¹⁴mər³⁵	164
629	Kunming	forehead	50	脑门	nɔ⁵³mə̃³¹	164
630	Kunming	forehead	50	额勒头	ə³¹lə⁴⁴tʰəw³¹	168
631	Shanghai	forehead	50	额角头	ŋaʔ¹³koʔ⁵dɤ¹³	165
# 
632	Meixian	face	51	面	mjen⁵³	174
633	Meixian	face	51	面相	mjen⁵³sjoŋ⁵³	174
634	Changsha	face	51	脸	ljẽ⁴¹	173
635	Guixian	face	51	脸	ljan⁴²	173
636	Guixian	face	51	脸包	ljan⁴²pa⁵⁵	173
637	Xiamen	face	51	面仔	bin²²na⁵³	177
638	Xiamen	face	51	面	bin²²	177
639	Hefei	face	51	脸	ljɪ̃²⁴	173
640	Jinan	face	51	脸	ljã⁵⁵	173
641	Hangzhou	face	51	脸孔	ljᴇ̃⁵³kʰoŋ⁵³	175
642	Guangzhou	face	51	面	min²²	174
643	Nanchang	face	51	脸	ljɛn²¹³	173
644	Chengdu	face	51	脸	njan⁵³	173
645	Taiyuan	face	51	眉眼	mi¹¹nje⁵³	176
646	Taiyuan	face	51	脸	lje⁵³	173
647	Shexian	face	51	面嘴	me²²ʨy³⁵	174
648	Shexian	face	51	面孔	me²²kʰwʌ̃³⁵	175
649	Beijing	face	51	脸	ljan²¹⁴	173
650	Kunming	face	51	脸	ljɛ̃⁵³	173
651	Shanghai	face	51	面孔	mi¹³kʰoŋ³⁵	175
# 
652	Meixian	nose	52	鼻公	pʰi⁵³kuŋ⁴⁴	178
653	Changsha	nose	52	鼻子	pi²⁴ʦɿ	178
654	Guixian	nose	52	鼻子	pi²¹ʦɿ⁴²	178
655	Xiamen	nose	52	鼻仔	pʰĩ²²jã⁵³	178
656	Xiamen	nose	52	鼻	pʰĩ²²	178
657	Hefei	nose	52	鼻子	pjəʔ⁵ʦə	179
658	Jinan	nose	52	鼻子	pi⁴²ʦɿ	178
659	Hangzhou	nose	52	鼻头	bɑʔ²dej²¹³	179
660	Guangzhou	nose	52	鼻哥	pej²²kɔ⁵⁵	178
661	Nanchang	nose	52	鼻公	pʰiʔ²kuŋ⁰²	178
662	Chengdu	nose	52	鼻子	pi³¹ʦɿ⁵³	178
663	Taiyuan	nose	52	鼻子	pjəʔ⁵⁴ʦəʔ	179
664	Shexian	nose	52	鼻头	pʰi²²tʰju⁴⁴	179
665	Shexian	nose	52	鼻孔	pʰi²²kʰwʌ̃³⁵	178
666	Beijing	nose	52	鼻子	pi³⁵ʦɿ³	178
667	Kunming	nose	52	鼻子	pi³¹ʦɿ⁵³	178
668	Shanghai	nose	52	鼻头	bjɪʔ¹dɤ¹³	179
# 
669	Meixian	neck	53	颈茎	kjaŋ³¹kin⁴⁴	181
670	Changsha	neck	53	颈根	ʨin⁴¹kən³³	181
671	Guixian	neck	53	颈根	ʨjaŋ⁴²ken	181
672	Guixian	neck	53	脖颈	po²¹ʨjaŋ⁴²	183
673	Xiamen	neck	53	颔颈	am²²kun⁵³	185
674	Hefei	neck	53	脑颈把	lɔ²⁴ʨin²⁴pa⁵³	182
675	Jinan	neck	53	脖子	pə⁴²ʦɿ	183
676	Jinan	neck	53	脖儿梗	pə⁴²ər⁴²kəŋ⁵⁵	180
677	Hangzhou	neck	53	脰颈	dej¹³ʨin⁵³	182
678	Guangzhou	neck	53	颈	kɛŋ³⁵	181
679	Nanchang	neck	53	颈	ʨjɑŋ²¹³	181
680	Chengdu	neck	53	颈子	ʨin⁵³ʦɿ⁵³	181
681	Chengdu	neck	53	颈项	ʨin⁵³xaŋ¹³	181
682	Taiyuan	neck	53	脖子	paʔ⁵⁴ʦəʔ	183
683	Shexian	neck	53	项颈	xa³⁵ʨjʌ̃³⁵	184
684	Beijing	neck	53	脖颈儿	po³⁵kə̃r²¹⁴	180
685	Beijing	neck	53	脖子	po³⁵ʦɿ³	183
686	Kunming	neck	53	脖子	po³¹ʦɿ⁵³	183
687	Shanghai	neck	53	头颈	dɤ¹³ʨiŋ³⁵	182
# 
688	Meixian	left hand	54	左手	ʦo³¹su³¹	186
689	Changsha	left hand	54	左手	ʦo⁴¹ʂəw⁴¹	186
690	Changsha	left hand	54	左手子	ʦo⁴¹ʂəw⁴¹ʦɿ	186
691	Guixian	left hand	54	左手	ʦo⁴²səw⁴²	186
692	Guixian	left hand	54	反手	fan⁴²səw⁴²	188
693	Xiamen	left hand	54	倒手	to²¹ʦʰju	186
694	Xiamen	left hand	54	左手	ʦo⁵³ʦʰju⁵³	186
695	Hefei	left hand	54	左手	ʦʊ²⁴ʂɯ²⁴	186
696	Jinan	left hand	54	左手	ʦwə²¹ʂow⁵⁵	186
697	Hangzhou	left hand	54	借手	ʨi⁴⁴⁵sej	186
698	Hangzhou	left hand	54	小手	ɕjɔ⁵³sej⁵³	186
699	Guangzhou	left hand	54	左手	ʦɔ³⁵sɐw³⁵	186
700	Nanchang	left hand	54	左手	ʦo²¹³sɨw²¹³	186
701	Chengdu	left hand	54	左手	ʦo⁵³səw	186
702	Chengdu	left hand	54	左刮刮	ʦo⁵³kwa⁵³kwa⁵³	187
703	Chengdu	left hand	54	左拐拐	ʦo⁵³kwajuai⁵³kwajuai⁵³	187
704	Chengdu	left hand	54	反手	fan⁵³səw⁵³	188
705	Taiyuan	left hand	54	左手	ʦɤ⁵³səw⁵³	186
706	Shexian	left hand	54	反手	fɛ³⁵ɕju³⁵	186
707	Beijing	left hand	54	左手	ʦwo²¹⁴ʂow²¹⁴	186
708	Kunming	left hand	54	左手	ʦo⁵³ʂəw⁵³	186
709	Shanghai	left hand	54	左手	ʦu³⁵sɤ³⁵	186
# 
710	Meixian	right hand	55	右手	ju⁵³su³¹	189
711	Changsha	right hand	55	右手	jəwiəu¹¹ʂəw⁴¹	189
712	Guixian	right hand	55	右手	jəwiəu²¹³səw⁴²	189
713	Guixian	right hand	55	正手	ʦen²¹³səw⁴²	190
714	Xiamen	right hand	55	右手	ju²²ʦʰju⁵³	189
715	Xiamen	right hand	55	正手	ʦjã²¹ʦʰju	191
716	Hefei	right hand	55	右手	jɯ⁵³ʂɯ²⁴	189
717	Jinan	right hand	55	右手	jowiou²¹ʂow⁵⁵	189
718	Hangzhou	right hand	55	顺手	zɥen¹³sej⁵³	189
719	Hangzhou	right hand	55	大手	dɑ¹³sej⁵³	190
720	Guangzhou	right hand	55	右手	jɐw²²sɐw³⁵	189
721	Nanchang	right hand	55	右手	ju²¹sɨw²¹³	189
722	Chengdu	right hand	55	右手	jəwiəu¹³səw⁵³	189
723	Taiyuan	right hand	55	正手	ʦəŋ⁴⁵səw⁵³	190
724	Taiyuan	right hand	55	右手	jəwiəu⁴⁵səw⁵³	189
725	Shexian	right hand	55	顺手	ɕɥʌ̃²²ɕju³⁵	189
726	Beijing	right hand	55	右手	jowiou⁵¹ʂow²¹⁴	189
727	Kunming	right hand	55	右手	jəwiəu²¹²ʂəw⁵³	189
728	Shanghai	right hand	55	右手	ɦjɤ¹³sɤ³⁵	189
# 
729	Meixian	fist	56	拳头	kʰjan¹¹tʰew¹¹	192
730	Changsha	fist	56	拳头骨	ʨɥẽ¹³təw¹³ku	192
731	Guixian	fist	56	碇子	tin²¹³ʦɿ⁴²	193
732	Guixian	fist	56	砣砣	tʰo²¹tʰo⁵⁵	195
733	Xiamen	fist	56	拳头母	kun³⁵tʰaw³⁵bu⁵³	196
734	Hefei	fist	56	拳头	ʨʰɥɪ̃⁵⁵tʰɯ	192
735	Jinan	fist	56	拳头	ʨʰɥã⁴²tʰow	192
736	Jinan	fist	56	拳	ʨʰɥã⁴²	192
737	Hangzhou	fist	56	拳头	ʣɥõ²¹³dej²¹³	192
738	Guangzhou	fist	56	拳头	kʰyn²¹tʰɐw²¹	192
739	Nanchang	fist	56	拳头	ʨʰɥɵn²⁴tʰɛw⁰⁴	192
740	Chengdu	fist	56	碇子	tin¹³ʦɿ	193
741	Chengdu	fist	56	砣子	tʰo³¹ʦɿ⁵³	193
742	Taiyuan	fist	56	圪都	kəʔ⁵⁴tu¹¹	195
743	Taiyuan	fist	56	锤	ʦʰwejuei¹¹	194
744	Shexian	fist	56	锤	ʨʰɥe⁴⁴	192
745	Shexian	fist	56	锤头	ʨʰɥe⁴⁴tʰju⁴⁴	192
746	Beijing	fist	56	拳头	ʨʰɥan³⁵tʰow³	192
747	Kunming	fist	56	捶头	t͡ʂʰwejuei³¹tʰəw³¹	194
748	Shanghai	fist	56	拳头	ʥɥø¹³dɤ¹³	192
# 
749	Meixian	forefinger	57	手指	su³¹ʦɿ³¹	200
750	Changsha	forefinger	57	手指脑	ʂəw⁴¹t͡ʂʅ²⁴law⁴¹	197
