# PAN
ID	Language	Gloss	GlossID	CogID	IPA	Tokens
1151	Thao	husband	57	772	ajuzi	a j u z i
1152	Palauan	husband	57	767	bucʰ	b u cʰ
1153	Tunjung	husband	57	762	wanaʔ	w a n a ʔ
1154	Bare'e	husband	57	761	laŋkai	l a ŋ k a i
1155	Iban	husband	57	765	laki	l a k i
1156	Berawan (Long Terawan)	husband	57	762	binəh	b i n ə h
1157	Moken	husband	57	768	kanaj	k a n a j
1158	Hanunoo	husband	57	764	asawa	a s a w a
1159	Wuna	husband	57	774	mogʰane	m o gʰ a n e
1160	Tetum	husband	57	771	laʔen	l a ʔ e n
1161	Mailu	husband	57	766	eme	e m e
1162	Tsou	husband	57	773	vcoŋʉ	v c o ŋ ʉ
1163	Nias	husband	57	769	foʔomo	f o ʔ o m o
1164	Nias	husband	57	759	doŋa	d o ŋ a
1165	Central Amis	husband	57	763	faʔinaj	f a ʔ i n a j
1166	Chamorro	husband	57	764	asagua	a s a g u a
1167	Banoni	husband	57	760	tamata	t a m a t a
1168	Singhi	husband	57	770	bonun	b o n u n
1169	Banggi	husband	57	759	saːna	s aː n a
# 
1170	Maloh	wife	58	780	baiʔiŋé	b a i ʔ i ŋ é
1171	Merina (Malagasy)	wife	58	782	vadj	v a d j
1172	Palauan	wife	58	784	bucʰ	b u cʰ
1173	Tunjung	wife	58	785	sagan	s a g a n
1174	Bare'e	wife	58	777	weʔa	w e ʔ a
1175	Iban	wife	58	780	bini	b i n i
1176	Berawan (Long Terawan)	wife	58	775	biʔeh	b i ʔ e h
1177	Moken	wife	58	780	binaj	b i n a j
1178	Hanunoo	wife	58	779	asawa	a s a w a
1179	Wuna	wife	58	780	robine	r o b i n e
1180	Tetum	wife	58	786	fen	f e n
1181	Mailu	wife	58	781	aveta	a v e t a
1182	Tsou	wife	58	787	vcoŋʉ	v c o ŋ ʉ
1183	Nias	wife	58	783	foʔomo	f o ʔ o m o
1184	Nias	wife	58	788	doŋa	d o ŋ a
1185	Central Amis	wife	58	778	fafahi	f a f a h i
1186	Chamorro	wife	58	779	asagua	a s a g u a
1187	Banoni	wife	58	776	moːno	m oː n o
1188	Singhi	wife	58	785	sowen	s o w e n
1189	Banggi	wife	58	775	saːh	s aː h
# 
1190	Maloh	mother	59	791	induʔ	i n d u ʔ
1191	Merina (Malagasy)	mother	59	793	rénj	r é n j
1192	Thao	mother	59	791	ina	i n a
1193	Palauan	mother	59	795	cʰedil	cʰ e d i l
1194	Tunjung	mother	59	790	meʔ	m e ʔ
1195	Bare'e	mother	59	791	ine	i n e
1196	Bare'e	mother	59	791	indo	i n d o
1197	Iban	mother	59	791	indai	i n d a i
1198	Berawan (Long Terawan)	mother	59	790	tinəh	t i n ə h
1199	Moken	mother	59	794	ʔenoŋ	ʔ e n o ŋ
1200	Hanunoo	mother	59	790	inaʔ	i n a ʔ
1201	Wuna	mother	59	791	ina	i n a
1202	Tetum	mother	59	791	ina	i n a
1203	Mailu	mother	59	792	adei	a d e i
1204	Tsou	mother	59	791	ino	i n o
1205	Nias	mother	59	791	ina	i n a
1206	Central Amis	mother	59	791	ina	i n a
1207	Chamorro	mother	59	791	nana	n a n a
1208	Banoni	mother	59	789	tsina	t s i n a
1209	Singhi	mother	59	791	sine	s i n e
# 
1210	Maloh	father	60	800	amaʔ	a m a ʔ
1211	Merina (Malagasy)	father	60	801	raj	r a j
1212	Thao	father	60	799	ama	a m a
1213	Palauan	father	60	803	cʰedam	cʰ e d a m
1214	Tunjung	father	60	800	maʔ	m a ʔ
1215	Bare'e	father	60	797	papa	p a p a
1216	Iban	father	60	797	apai	a p a i
1217	Berawan (Long Terawan)	father	60	798	tanəh	t a n ə h
1218	Moken	father	60	802	ʔapoŋ	ʔ a p o ŋ
1219	Hanunoo	father	60	800	amaʔ	a m a ʔ
1220	Wuna	father	60	799	ama	a m a
1221	Tetum	father	60	799	ama	a m a
1222	Mailu	father	60	797	abai	a b a i
1223	Tsou	father	60	799	amo	a m o
1224	Nias	father	60	799	ama	a m a
1225	Central Amis	father	60	799	mama	m a m a
1226	Chamorro	father	60	796	tata	t a t a
1227	Banoni	father	60	796	tama	t a m a
1228	Singhi	father	60	804	sama	s a m a
1229	Banggi	father	60	799	ama	a m a
# 
1230	Maloh	house	61	810	sau	s a u
1231	Thao	house	61	812	taun	t a u n
1232	Palauan	house	61	805	blai	b l a i
1233	Tunjung	house	61	813	dapeq	d a p e q
1234	Bare'e	house	61	807	banua	b a n u a
1235	Iban	house	61	808	rumah	r u m a h
1236	Berawan (Long Terawan)	house	61	808	lamin	l a m i n
1237	Moken	house	61	808	ʔomaːk	ʔ o m aː k
1238	Hanunoo	house	61	805	balaj	b a l a j
1239	Wuna	house	61	814	lambu	l a m b u
1240	Tetum	house	61	808	uma	u m a
1241	Mailu	house	61	809	uru	u r u
1242	Tsou	house	61	811	emoo	e m o o
1243	Nias	house	61	811	omo	o m o
1244	Central Amis	house	61	808	lumaq	l u m a q
1245	Central Amis	house	61	808	lumaʕ	l u m a ʕ
1246	Banoni	house	61	806	numa	n u m a
1247	Banggi	house	61	805	baːli	b aː l i
# 
1248	Maloh	thatch/roof	62	820	tuduŋ	t u d u ŋ
1249	Merina (Malagasy)	thatch/roof	62	821	tafo#bozaka	t a f o # b o z a k a
1250	Thao	thatch/roof	62	826	tafuq	t a f u q
1251	Palauan	thatch/roof	62	823	cʰado	cʰ a d o
1252	Tunjung	thatch/roof	62	828	sapaw#jemiaq	s a p a w # j e m i a q
1253	Bare'e	thatch/roof	62	817	ata	a t a
1254	Iban	thatch/roof	62	817	atap	a t a p
1255	Iban	thatch/roof	62	829	bumbuŋ	b u m b u ŋ
1256	Berawan (Long Terawan)	thatch/roof	62	815	sapaw	s a p a w
1257	Hanunoo	thatch/roof	62	817	atup	a t u p
1258	Tetum	thatch/roof	62	825	tali#tahan	t a l i # t a h a n
1259	Mailu	thatch/roof	62	817	ato	a t o
1260	Tsou	thatch/roof	62	827	euasi	e u a s i
1261	Nias	thatch/roof	62	822	sagõ	s a g õ
1262	Central Amis	thatch/roof	62	818	falahuŋ	f a l a h u ŋ
1263	Central Amis	thatch/roof	62	818	falahoŋ	f a l a h o ŋ
1264	Chamorro	thatch/roof	62	819	atof	a t o f
1265	Banoni	thatch/roof	62	816	tegʰunu	t e gʰ u n u
1266	Singhi	thatch/roof	62	824	tonʲah	t o nʲ a h
1267	Singhi	thatch/roof	62	830	iraw	i r a w
1268	Banggi	thatch/roof	62	815	safu	s a f u
# 
1269	Maloh	name	63	836	asan	a s a n
1270	Merina (Malagasy)	name	63	833	anarana	a n a r a n a
1271	Thao	name	63	840	lhanaz	l h a n a z
1272	Palauan	name	63	838	ŋakl	ŋ a k l
1273	Bare'e	name	63	832	toʔo	t o ʔ o
1274	Iban	name	63	834	nama	n a m a
1275	Berawan (Long Terawan)	name	63	833	aran	a r a n
1276	Moken	name	63	833	ŋanʲan	ŋ a nʲ a n
1277	Hanunoo	name	63	833	ŋaran	ŋ a r a n
1278	Wuna	name	63	842	neja	n e j a
1279	Tetum	name	63	833	naran	n a r a n
1280	Mailu	name	63	835	omu	o m u
1281	Tsou	name	63	841	oŋko	o ŋ k o
1282	Nias	name	63	837	tõi	t õ i
1283	Central Amis	name	63	833	ŋaŋan	ŋ a ŋ a n
1284	Singhi	name	63	839	adun	a d u n
1285	Banggi	name	63	831	eŋaːrdn	e ŋ aː r d n
# 
1286	Maloh	to say	64	852	jarum	j a r u m
1287	Merina (Malagasy)	to say	64	853	miténj	m i t é n j
1288	Thao	to say	64	858	kmuza	k m u z a
1289	Palauan	to say	64	856	dmuŋ	d m u ŋ
1290	Tunjung	to say	64	846	bagahaʔ	b a g a h a ʔ
1291	Bare'e	to say	64	845	mantoʔo	m a n t o ʔ o
1292	Iban	to say	64	850	sebut	s e b u t
1293	Iban	to say	64	862	jakoʔ	j a k o ʔ
1294	Berawan (Long Terawan)	to say	64	846	pateh	p a t e h
1295	Moken	to say	64	854	manʲak	m a nʲ a k
1296	Hanunoo	to say	64	849	magkun	m a g k u n
1297	Tetum	to say	64	857	haʔak	h a ʔ a k
1298	Mailu	to say	64	851	osiosi	o s i o s i
1299	Tsou	to say	64	859	mainca	m a i n c a
1300	Nias	to say	64	855	w̃aʔõ	w̃ a ʔ õ
1301	Central Amis	to say	64	847	ciŋlaw	c i ŋ l a w
1302	Central Amis	to say	64	861	sumual	s u m u a l
1303	Central Amis	to say	64	848	saːn	s aː n
1304	Chamorro	to say	64	848	saŋan	s a ŋ a n
1305	Banoni	to say	64	844	dara	d a r a
1306	Banoni	to say	64	860	va	v a
1307	Singhi	to say	64	848	naŋ	n a ŋ
1308	Singhi	to say	64	863	tanen	t a n e n
1309	Banggi	to say	64	843	moro	m o r o
# 
1310	Maloh	rope	65	864	tali	t a l i
1311	Merina (Malagasy)	rope	65	870	tadj	t a d j
1312	Thao	rope	65	867	qlhiw	q l h i w
1313	Palauan	rope	65	872	cʰekil	cʰ e k i l
1314	Tunjung	rope	65	864	taliʔ	t a l i ʔ
1315	Bare'e	rope	65	866	wajaː	w a j aː
1316	Iban	rope	65	864	tali	t a l i
1317	Berawan (Long Terawan)	rope	65	864	taleh	t a l e h
1318	Moken	rope	65	871	kəwaj	k ə w a j
1319	Hanunoo	rope	65	868	lubid	l u b i d
1320	Wuna	rope	65	874	rabuta	r a b u t a
1321	Tetum	rope	65	864	talin	t a l i n
1322	Mailu	rope	65	869	oraora	o r a o r a
1323	Tsou	rope	65	873	teési	t e é s i
1324	Nias	rope	65	864	tali	t a l i
1325	Central Amis	rope	65	867	keliw	k e l i w
1326	Chamorro	rope	65	864	tali	t a l i
1327	Banoni	rope	65	865	kurum	k u r u m
1328	Singhi	rope	65	864	taris	t a r i s
1329	Banggi	rope	65	864	tali	t a l i
# 
1330	Maloh	to tie up, fasten	66	875	miŋket	m i ŋ k e t
1331	Merina (Malagasy)	to tie up, fasten	66	879	miféhj	m i f é h j
1332	Thao	to tie up, fasten	66	883	qmucquc	q m u c q u c
1333	Palauan	to tie up, fasten	66	881	mesaur	m e s a u r
1334	Tunjung	to tie up, fasten	66	875	məcat	m ə c a t
1335	Bare'e	to tie up, fasten	66	877	kombi	k o m b i
1336	Iban	to tie up, fasten	66	877	kebat	k e b a t
1337	Iban	to tie up, fasten	66	887	nancʰaŋ	n a n cʰ a ŋ
1338	Iban	to tie up, fasten	66	891	naŋːam	n a ŋː a m
1339	Berawan (Long Terawan)	to tie up, fasten	66	878	mikeʔ	m i k e ʔ
1340	Moken	to tie up, fasten	66	875	mekat	m e k a t
1341	Moken	to tie up, fasten	66	888	lebaj	l e b a j
1342	Hanunoo	to tie up, fasten	66	875	higut	h i g u t
1343	Wuna	to tie up, fasten	66	885	netapu	n e t a p u
1344	Tetum	to tie up, fasten	66	882	futu	f u t u
1345	Tetum	to tie up, fasten	66	889	kmeti	k m e t i
1346	Tsou	to tie up, fasten	66	884	maepoeisi	m a e p o e i s i
1347	Nias	to tie up, fasten	66	880	bugõ	b u g õ
1348	Central Amis	to tie up, fasten	66	875	masuqut	m a s u q u t
1349	Central Amis	to tie up, fasten	66	886	falulen	f a l u l e n
1350	Central Amis	to tie up, fasten	66	890	soʔot	s o ʔ o t
1351	Banoni	to tie up, fasten	66	876	patsuna	p a t s u n a
1352	Banggi	to tie up, fasten	66	875	nigad	n i g a d
# 
1353	Maloh	to sew	67	900	mandait	m a n d a i t
1354	Merina (Malagasy)	to sew	67	900	manjaitra	m a n j a i t r a
1355	Thao	to sew	67	903	shmaqish	s h m a q i s h
1356	Palauan	to sew	67	902	merasm	m e r a s m
1357	Tunjung	to sew	67	894	ŋabet	ŋ a b e t
1358	Bare'e	to sew	67	893	monjau	m o n j a u
1359	Iban	to sew	67	898	jait	j a i t
1360	Berawan (Long Terawan)	to sew	67	894	napeʔ	n a p e ʔ
1361	Moken	to sew	67	893	mənʲiəŋ	m ə nʲ i ə ŋ
1362	Hanunoo	to sew	67	897	tahiʔ	t a h i ʔ
1363	Wuna	to sew	67	905	netampoli	n e t a m p o l i
1364	Tetum	to sew	67	896	lita	l i t a
1365	Mailu	to sew	67	899	surisuri	s u r i s u r i
1366	Tsou	to sew	67	904	tméʔsi	t m é ʔ s i
1367	Nias	to sew	67	901	afu	a f u
1368	Nias	to sew	67	907	tagu	t a g u
1369	Central Amis	to sew	67	895	mitapir	m i t a p i r
1370	Central Amis	to sew	67	895	mitaʔis	m i t a ʔ i s
1371	Chamorro	to sew	67	896	lakse	l a k s e
1372	Chamorro	to sew	67	906	sotse	s o t s e
1373	Banoni	to sew	67	892	keːkabe	k eː k a b e
1374	Singhi	to sew	67	894	nopuŋ	n o p u ŋ
# 
1375	Maloh	needle	68	913	darum	d a r u m
1376	Merina (Malagasy)	needle	68	915	fanjaitra	f a n j a i t r a
1377	Thao	needle	68	918	lhalhum	l h a l h u m
1378	Palauan	needle	68	911	rasm	r a s m
1379	Tunjung	needle	68	920	cahumpʰ	c a h u m pʰ
1380	Bare'e	needle	68	909	ijau	i j a u
1381	Iban	needle	68	913	jarum	j a r u m
1382	Berawan (Long Terawan)	needle	68	910	taun	t a u n
1383	Moken	needle	68	913	jalum	j a l u m
1384	Hanunoo	needle	68	913	dajum	d a j u m
1385	Wuna	needle	68	910	deu	d e u
1386	Tetum	needle	68	917	daun	d a u n
1387	Mailu	needle	68	914	ini	i n i
1388	Tsou	needle	68	919	feézo	f e é z o
1389	Central Amis	needle	68	911	rinum	r i n u m
1390	Central Amis	needle	68	911	linum	l i n u m
1391	Chamorro	needle	68	912	haguha	h a g u h a
1392	Banoni	needle	68	908	sa	s a
1393	Singhi	needle	68	916	tos	t o s
# 
1394	Maloh	to hunt	69	928	mansuʔ	m a n s u ʔ
1395	Merina (Malagasy)	to hunt	69	924	mihaza	m i h a z a
1396	Thao	to hunt	69	932	muribush	m u r i b u s h
1397	Palauan	to hunt	69	930	merːitel	m e rː i t e l
1398	Tunjung	to hunt	69	934	mahaw	m a h a w
1399	Bare'e	to hunt	69	922	maŋela	m a ŋ e l a
1400	Iban	to hunt	69	926	gigaʔ	g i g a ʔ
1401	Iban	to hunt	69	936	ŋasu	ŋ a s u
1402	Berawan (Long Terawan)	to hunt	69	923	bəkaraŋ	b ə k a r a ŋ
1403	Hanunoo	to hunt	69	925	maŋidu	m a ŋ i d u
1404	Wuna	to hunt	69	935	nofula	n o f u l a
1405	Wuna	to hunt	69	935	nokulo	n o k u l o
1406	Tetum	to hunt	69	922	maraka	m a r a k a
1407	Mailu	to hunt	69	927	apana	a p a n a
1408	Mailu	to hunt	69	937	laiva	l a i v a
1409	Tsou	to hunt	69	933	tmaseiti	t m a s e i t i
1410	Nias	to hunt	69	929	alu	a l u
1411	Central Amis	to hunt	69	924	miʔaloʔ	m i ʔ a l o ʔ
1412	Central Amis	to hunt	69	930	mitilu	m i t i l u
1413	Banoni	to hunt	69	921	vakavino	v a k a v i n o
1414	Singhi	to hunt	69	931	ŋokaŋ	ŋ o k a ŋ
1415	Singhi	to hunt	69	938	nʲipa	nʲ i p a
# 
1416	Maloh	to shoot	70	944	manimbak	m a n i m b a k
1417	Merina (Malagasy)	to shoot	70	945	mitifitra	m i t i f i t r a
1418	Thao	to shoot	70	948	palatatnur	p a l a t a t n u r
1419	Palauan	to shoot	70	947	omoes	o m o e s
1420	Tunjung	to shoot	70	939	nemak	n e m a k
1421	Bare'e	to shoot	70	941	mopana	m o p a n a
1422	Iban	to shoot	70	944	timbak	t i m b a k
1423	Moken	to shoot	70	946	mənʲiŋ	m ə nʲ i ŋ
1424	Hanunoo	to shoot	70	943	palkas	p a l k a s
1425	Wuna	to shoot	70	944	netemba	n e t e m b a
1426	Tetum	to shoot	70	941	hana	h a n a
1427	Tsou	to shoot	70	941	pono	p o n o
1428	Tsou	to shoot	70	942	pnaa	p n a a
1429	Nias	to shoot	70	941	fana	f a n a
1430	Central Amis	to shoot	70	941	panaʔ	p a n a ʔ
1431	Chamorro	to shoot	70	942	paki	p a k i
1432	Banoni	to shoot	70	940	kum	k u m
1433	Singhi	to shoot	70	939	nimak	n i m a k
1434	Banggi	to shoot	70	939	nimbak	n i m b a k
# 
1435	Maloh	to stab, pierce	71	949	majuk	m a j u k
1436	Merina (Malagasy)	to stab, pierce	71	951	mandoaka	m a n d o a k a
1437	Thao	to stab, pierce	71	959	lhmirik	l h m i r i k
1438	Palauan	to stab, pierce	71	956	merus	m e r u s
1439	Tunjung	to stab, pierce	71	951	mancak	m a n c a k
1440	Bare'e	to stab, pierce	71	951	moncaku	m o n c a k u
1441	Berawan (Long Terawan)	to stab, pierce	71	952	nəpiʔ	n ə p i ʔ
1442	Moken	to stab, pierce	71	955	ləbak	l ə b a k
1443	Moken	to stab, pierce	71	963	ləkam	l ə k a m
1444	Hanunoo	to stab, pierce	71	954	harug	h a r u g
1445	Wuna	to stab, pierce	71	961	fotobo	f o t o b o
1446	Tetum	to stab, pierce	71	958	sona	s o n a
1447	Tsou	to stab, pierce	71	960	smueu	s m u e u
1448	Nias	to stab, pierce	71	950	tuo	t u o
1449	Central Amis	to stab, pierce	71	949	icucuk	i c u c u k
1450	Central Amis	to stab, pierce	71	949	cucuk	c u c u k
1451	Chamorro	to stab, pierce	71	953	bulokbok	b u l o k b o k
1452	Banoni	to stab, pierce	71	950	tsu	t s u
1453	Banoni	to stab, pierce	71	962	paraka	p a r a k a
1454	Banoni	to stab, pierce	71	964	tapoː	t a p oː
1455	Singhi	to stab, pierce	71	957	nijub	n i j u b
1456	Banggi	to stab, pierce	71	949	musuk	m u s u k
# 
1457	Maloh	to hit	72	974	sigusu	s i g u s u
1458	Merina (Malagasy)	to hit	72	975	mamélj	m a m é l j
1459	Thao	to hit	72	980	kmaj	k m a j
1460	Palauan	to hit	72	978	meŋlébed	m e ŋ l é b e d
1461	Tunjung	to hit	72	982	bajagur	b a j a g u r
1462	Bare'e	to hit	72	967	bombali	b o m b a l i
1463	Iban	to hit	72	972	maluk	m a l u k
1464	Iban	to hit	72	986	sipat	s i p a t
1465	Iban	to hit	72	988	lunsin	l u n s i n
1466	Iban	to hit	72	991	paluʔ	p a l u ʔ
1467	Berawan (Long Terawan)	to hit	72	968	mupoʔ	m u p o ʔ
1468	Moken	to hit	72	976	məcʰun	m ə cʰ u n
1469	Hanunoo	to hit	72	971	hampak	h a m p a k
1470	Wuna	to hit	72	983	nesuwu	n e s u w u
1471	Wuna	to hit	72	985	nesoda	n e s o d a
1472	Wuna	to hit	72	989	fopepe	f o p e p e
1473	Mailu	to hit	72	973	keakea	k e a k e a
1474	Tsou	to hit	72	981	smizi	s m i z i
1475	Nias	to hit	72	977	tifa	t i f a
1476	Central Amis	to hit	72	969	palu	p a l u
1477	Central Amis	to hit	72	985	setiq	s e t i q
1478	Central Amis	to hit	72	987	mipalo	m i p a l o
1479	Central Amis	to hit	72	990	mistiʔ	m i s t i ʔ
1480	Chamorro	to hit	72	970	fagːas	f a gː a s
1481	Banoni	to hit	72	966	tsunu	t s u n u
1482	Banoni	to hit	72	984	buno	b u n o
1483	Banoni	to hit	72	966	tagunu	t a g u n u
1484	Singhi	to hit	72	979	obox	o b o x
1485	Banggi	to hit	72	965	numbuk	n u m b u k
# 
1486	Maloh	to steal	73	998	kalit	k a l i t
1487	Merina (Malagasy)	to steal	73	999	maŋalatra	m a ŋ a l a t r a
1488	Thao	to steal	73	1003	kunriu	k u n r i u
1489	Palauan	to steal	73	999	meŋol	m e ŋ o l
1490	Bare'e	to steal	73	994	ago	a g o
1491	Iban	to steal	73	996	ŋencʰuri	ŋ e n cʰ u r i
1492	Berawan (Long Terawan)	to steal	73	995	nakaw	n a k a w
1493	Moken	to steal	73	1000	gupeːt	g u p eː t
1494	Moken	to steal	73	998	ŋəlat	ŋ ə l a t
1495	Hanunoo	to steal	73	995	takaw	t a k a w
1496	Wuna	to steal	73	1005	nombulaku	n o m b u l a k u
1497	Tetum	to steal	73	1002	hanaʔo	h a n a ʔ o
1498	Mailu	to steal	73	997	auere	a u e r e
1499	Mailu	to steal	73	1006	omaoma	o m a o m a
1500	Mailu	to steal	73	1007	teretere	t e r e t e r e
1501	Tsou	to steal	73	1004	meoeoi	m e o e o i
1502	Nias	to steal	73	1001	luʔa	l u ʔ a
1503	Nias	to steal	73	994	tagõ	t a g õ
1504	Central Amis	to steal	73	995	takaw	t a k a w
1505	Chamorro	to steal	73	994	sakːe	s a kː e
1506	Banoni	to steal	73	993	dzaŋa	d z a ŋ a
1507	Singhi	to steal	73	992	noku	n o k u
1508	Banggi	to steal	73	992	nahu	n a h u
# 
1509	Maloh	to kill	74	1012	bunoʔ	b u n o ʔ
1510	Merina (Malagasy)	to kill	74	1014	mamono	m a m o n o
1511	Thao	to kill	74	1017	kmaj#pacaj	k m a j # p a c a j
1512	Palauan	to kill	74	1015	meléb	m e l é b
1513	Tunjung	to kill	74	1009	pakateʔ	p a k a t e ʔ
1514	Bare'e	to kill	74	1009	pate	p a t e
1515	Iban	to kill	74	1012	bunoh	b u n o h
1516	Berawan (Long Terawan)	to kill	74	1009	pələtːəh	p ə l ə tː ə h
1517	Moken	to kill	74	1012	munuːk	m u n uː k
1518	Hanunoo	to kill	74	1011	matjun	m a t j u n
1519	Wuna	to kill	74	1019	fopoŋko	f o p o ŋ k o
1520	Mailu	to kill	74	1013	maimai	m a i m a i
1521	Tsou	to kill	74	1018	poh	p o h
1522	Nias	to kill	74	1012	bunu	b u n u
1523	Central Amis	to kill	74	1010	tapaʔ	t a p a ʔ
1524	Banoni	to kill	74	1008	tsuna	t s u n a
1525	Banoni	to kill	74	1020	vamate	v a m a t e
1526	Banoni	to kill	74	1021	venua	v e n u a
1527	Singhi	to kill	74	1016	ŋabus	ŋ a b u s
# 
1528	Maloh	to die, be dead	75	1022	maté	m a t é
1529	Merina (Malagasy)	to die, be dead	75	1022	matj	m a t j
1530	Thao	to die, be dead	75	1022	macaj	m a c a j
1531	Palauan	to die, be dead	75	1022	mad	m a d
1532	Tunjung	to die, be dead	75	1022	mateʔ	m a t e ʔ
1533	Bare'e	to die, be dead	75	1022	mate	m a t e
1534	Iban	to die, be dead	75	1022	mati	m a t i
1535	Berawan (Long Terawan)	to die, be dead	75	1023	lətːəh	l ə tː ə h
1536	Moken	to die, be dead	75	1022	mataj	m a t a j
1537	Hanunoo	to die, be dead	75	1022	mataj	m a t a j
1538	Wuna	to die, be dead	75	1022	mate	m a t e
1539	Tetum	to die, be dead	75	1022	mate	m a t e
1540	Mailu	to die, be dead	75	1025	bau	b a u
1541	Tsou	to die, be dead	75	1027	mcoi	m c o i
1542	Nias	to die, be dead	75	1022	mate	m a t e
1543	Central Amis	to die, be dead	75	1024	pataj	p a t a j
1544	Chamorro	to die, be dead	75	1022	matai	m a t a i
1545	Banoni	to die, be dead	75	1022	mate	m a t e
1546	Singhi	to die, be dead	75	1026	kobus	k o b u s
1547	Banggi	to die, be dead	75	1022	maːti	m aː t i
# 
1548	Maloh	to live, be alive	76	1034	idup	i d u p
1549	Merina (Malagasy)	to live, be alive	76	1036	miaina	m i a i n a
1550	Thao	to live, be alive	76	1039	maqalhtash	m a q a l h t a s h
1551	Palauan	to live, be alive	76	1038	ŋar	ŋ a r
1552	Tunjung	to live, be alive	76	1031	bəlum	b ə l u m
1553	Bare'e	to live, be alive	76	1030	mata	m a t a
1554	Iban	to live, be alive	76	1034	idup	i d u p
1555	Berawan (Long Terawan)	to live, be alive	76	1031	mulon	m u l o n
1556	Moken	to live, be alive	76	1034	kudip	k u d i p
1557	Hanunoo	to live, be alive	76	1033	buhi	b u h i
1558	Wuna	to live, be alive	76	1041	dadi	d a d i
1559	Tetum	to live, be alive	76	1032	moris	m o r i s
1560	Mailu	to live, be alive	76	1035	auauri	a u a u r i
1561	Mailu	to live, be alive	76	1035	mauri	m a u r i
1562	Tsou	to live, be alive	76	1040	eansoua	e a n s o u a
1563	Nias	to live, be alive	76	1037	monoso	m o n o s o
1564	Central Amis	to live, be alive	76	1032	maroʔ	m a r o ʔ
1565	Banoni	to live, be alive	76	1029	sabiri	s a b i r i
1566	Singhi	to live, be alive	76	1034	idip	i d i p
1567	Banggi	to live, be alive	76	1028	biag	b i a g
# 
1568	Maloh	to scratch	77	1046	maŋauʔ	m a ŋ a u ʔ
1569	Merina (Malagasy)	to scratch	77	1047	mihaotra	m i h a o t r a
1570	Thao	to scratch	77	1052	kmulhaw	k m u l h a w
1571	Palauan	to scratch	77	1050	meŋkas	m e ŋ k a s
1572	Tunjung	to scratch	77	1054	ŋərogot	ŋ ə r o g o t
1573	Bare'e	to scratch	77	1044	kao	k a o
1574	Iban	to scratch	77	1044	garuʔ	g a r u ʔ
1575	Iban	to scratch	77	1051	kisai	k i s a i
1576	Berawan (Long Terawan)	to scratch	77	1043	kikiw	k i k i w
1577	Moken	to scratch	77	1048	ŋalaw	ŋ a l a w
1578	Hanunoo	to scratch	77	1043	kagaw	k a g a w
1579	Wuna	to scratch	77	1055	nekurumasi	n e k u r u m a s i
1580	Tetum	to scratch	77	1051	koi	k o i
1581	Tsou	to scratch	77	1053	misiʔsi	m i s i ʔ s i
1582	Nias	to scratch	77	1049	xaʔa	x a ʔ a
1583	Central Amis	to scratch	77	1045	mikuskus	m i k u s k u s
1584	Central Amis	to scratch	77	1045	kuskus	k u s k u s
1585	Chamorro	to scratch	77	1045	kasːas	k a sː a s
1586	Banoni	to scratch	77	1043	gʰegʰano	gʰ e gʰ a n o
1587	Singhi	to scratch	77	1044	gaju	g a j u
1588	Banggi	to scratch	77	1042	nuhud	n u h u d
# 
1589	Maloh	to cut, hack	78	1065	papas	p a p a s
1590	Merina (Malagasy)	to cut, hack	78	1062	manapaka	m a n a p a k a
1591	Thao	to cut, hack	78	1060	kuntun	k u n t u n
1592	Palauan	to cut, hack	78	1067	meŋimd	m e ŋ i m d
1593	Tunjung	to cut, hack	78	1070	motok	m o t o k
1594	Bare'e	to cut, hack	78	1058	mantoto	m a n t o t o
1595	Iban	to cut, hack	78	1063	tetak	t e t a k
1596	Berawan (Long Terawan)	to cut, hack	78	1059	məpaʔ	m ə p a ʔ
1597	Moken	to cut, hack	78	1061	mətet	m ə t e t
1598	Moken	to cut, hack	78	1073	malak	m a l a k
1599	Hanunoo	to cut, hack	78	1062	manigbas	m a n i g b a s
1600	Wuna	to cut, hack	78	1058	nedodo	n e d o d o
1601	Tetum	to cut, hack	78	1063	tetak	t e t a k
1602	Tetum	to cut, hack	78	1074	ta	t a
1603	Mailu	to cut, hack	78	1064	lealea	l e a l e a
1604	Mailu	to cut, hack	78	1072	pelepele	p e l e p e l e
1605	Tsou	to cut, hack	78	1069	bohi	b o h i
1606	Nias	to cut, hack	78	1066	huta	h u t a
1607	Nias	to cut, hack	78	1063	tata	t a t a
1608	Central Amis	to cut, hack	78	1060	cikcik	c i k c i k
1609	Chamorro	to cut, hack	78	1061	utot	u t o t
1610	Banoni	to cut, hack	78	1057	kabaka	k a b a k a
1611	Banoni	to cut, hack	78	1071	vitoː	v i t oː
1612	Singhi	to cut, hack	78	1068	nʲopa	nʲ o p a
1613	Banggi	to cut, hack	78	1056	ketofo	k e t o f o
# 
1614	Maloh	stick/wood	79	1077	kaju	k a j u
1615	Thao	stick/wood	79	1083	kawi	k a w i
1616	Palauan	stick/wood	79	1081	kerːekar	k e rː e k a r
1617	Tunjung	stick/wood	79	1085	leŋan	l e ŋ a n
1618	Bare'e	stick/wood	79	1077	kaju	k a j u
1619	Bare'e	stick/wood	79	1077	kaju	k a j u
1620	Iban	stick/wood	79	1077	kajuʔ	k a j u ʔ
1621	Berawan (Long Terawan)	stick/wood	79	1077	kajuh	k a j u h
1622	Moken	stick/wood	79	1080	kaʔiː	k a ʔ iː
1623	Hanunoo	stick/wood	79	1077	kaju	k a j u
