# PAN
ID	Language	Gloss	GlossID	CogID	IPA	Tokens
1038	Banggi	to sit	51	694	mufuŋ	m u f u ŋ
# 
1039	Maloh	to stand	52	720	kadeŋ	k a d e ŋ
1040	Merina (Malagasy)	to stand	52	712	mitsaŋana	m i t s a ŋ a n a
1041	Thao	to stand	52	724	ilhilhi	i l h i l h i
1042	Palauan	to stand	52	716	decʰor	d e cʰ o r
1043	Tunjung	to stand	52	716	tege	t e g e
1044	Bare'e	to stand	52	714	karo	k a r o
1045	Iban	to stand	52	722	diri	d i r i
1046	Berawan (Long Terawan)	to stand	52	712	mitːin	m i tː i n
1047	Moken	to stand	52	719	nʲenan	nʲ e n a n
1048	Hanunoo	to stand	52	713	tumindug	t u m i n d u g
1049	Wuna	to stand	52	725	noere	n o e r e
1050	Tetum	to stand	52	711	harik	h a r i k
1051	Mailu	to stand	52	715	idaida	i d a i d a
1052	Mailu	to stand	52	722	idara	i d a r a
1053	Tsou	to stand	52	717	eacʉ	e a c ʉ
1054	Nias	to stand	52	723	maoso	m a o s o
1055	Central Amis	to stand	52	713	tumireŋ	t u m i r e ŋ
1056	Chamorro	to stand	52	716	tacʰu	t a cʰ u
1057	Chamorro	to stand	52	726	tohge	t o h g e
1058	Banoni	to stand	52	721	tsigʰom	t s i gʰ o m
1059	Banoni	to stand	52	727	pito	p i t o
1060	Singhi	to stand	52	718	mojug	m o j u g
# 
1061	Maloh	person/human being	53	738	mantuari	m a n t u a r i
1062	Maloh	person/human being	53	732	tau	t a u
1063	Merina (Malagasy)	person/human being	53	730	olona	o l o n a
1064	Thao	person/human being	53	741	caw	c a w
1065	Palauan	person/human being	53	737	cʰad	cʰ a d
1066	Tunjung	person/human being	53	730	ulun	u l u n
1067	Bare'e	person/human being	53	732	tau	t a u
1068	Iban	person/human being	53	730	oraŋ	o r a ŋ
1069	Berawan (Long Terawan)	person/human being	53	728	ləmulon	l ə m u l o n
1070	Moken	person/human being	53	737	kətiː	k ə t iː
1071	Moken	person/human being	53	738	mənut	m ə n u t
1072	Hanunoo	person/human being	53	731	tawu	t a w u
1073	Wuna	person/human being	53	729	omie	o m i e
1074	Tetum	person/human being	53	729	emːa	e mː a
1075	Mailu	person/human being	53	733	emegi	e m e g i
1076	Tsou	person/human being	53	735	cou	c o u
1077	Nias	person/human being	53	740	niha	n i h a
1078	Central Amis	person/human being	53	742	tamlaw	t a m l a w
1079	Chamorro	person/human being	53	734	taotao	t a o t a o
1080	Banoni	person/human being	53	739	na	n a
1081	Banoni	person/human being	53	731	tavana	t a v a n a
1082	Singhi	person/human being	53	736	dajah	d a j a h
1083	Banggi	person/human being	53	728	laːma	l aː m a
# 
1084	Maloh	man/male	54	752	babaka	b a b a k a
1085	Merina (Malagasy)	man/male	54	743	lahj	l a h j
1086	Thao	man/male	54	755	ajuzi	a j u z i
1087	Palauan	man/male	54	751	secʰal	s e cʰ a l
1088	Tunjung	man/male	54	743	lihaʔ	l i h a ʔ
1089	Bare'e	man/male	54	746	tuama	t u a m a
1090	Iban	man/male	54	753	laki	l a k i
1091	Berawan (Long Terawan)	man/male	54	753	lakeh	l a k e h
1092	Moken	man/male	54	750	kanaj	k a n a j
1093	Hanunoo	man/male	54	745	lalaki	l a l a k i
1094	Wuna	man/male	54	757	mogʰane	m o gʰ a n e
1095	Tetum	man/male	54	744	mane	m a n e
1096	Mailu	man/male	54	747	egi	e g i
1097	Tsou	man/male	54	748	hahocŋʉ	h a h o c ŋ ʉ
1098	Nias	man/male	54	754	latano	l a t a n o
1099	Nias	man/male	54	759	matua	m a t u a
1100	Central Amis	man/male	54	756	faqinajan	f a q i n a j a n
1101	Central Amis	man/male	54	760	faʔinajan	f a ʔ i n a j a n
1102	Chamorro	man/male	54	743	lahi	l a h i
1103	Chamorro	man/male	54	758	lai	l a i
1104	Chamorro	man/male	54	761	taotao	t a o t a o
1105	Banoni	man/male	54	746	tamata	t a m a t a
1106	Singhi	man/male	54	749	dari	d a r i
1107	Banggi	man/male	54	743	lahi	l a h i
# 
1108	Maloh	woman/female	55	765	babaiʔiŋé	b a b a i ʔ i ŋ é
1109	Merina (Malagasy)	woman/female	55	764	vavj	v a v j
1110	Palauan	woman/female	55	765	babil	b a b i l
1111	Tunjung	woman/female	55	764	waweʔ	w a w e ʔ
1112	Bare'e	woman/female	55	766	weʔa	w e ʔ a
1113	Iban	woman/female	55	771	induʔ	i n d u ʔ
1114	Berawan (Long Terawan)	woman/female	55	772	dicu	d i c u
1115	Moken	woman/female	55	769	binaj	b i n a j
1116	Hanunoo	woman/female	55	765	babaji	b a b a j i
1117	Wuna	woman/female	55	773	robine	r o b i n e
1118	Tetum	woman/female	55	763	fetːo	f e tː o
1119	Tsou	woman/female	55	767	mamespiŋi	m a m e s p i ŋ i
1120	Nias	woman/female	55	762	alawe	a l a w e
1121	Central Amis	woman/female	55	765	fafahian	f a f a h i a n
1122	Central Amis	woman/female	55	765	fafahijan	f a f a h i j a n
1123	Banoni	woman/female	55	770	moːno	m oː n o
1124	Singhi	woman/female	55	768	dajuŋ	d a j u ŋ
1125	Banggi	woman/female	55	762	liwun	l i w u n
# 
1126	Maloh	child	56	774	anak	a n a k
1127	Merina (Malagasy)	child	56	774	anaka	a n a k a
1128	Thao	child	56	784	azazak	a z a z a k
1129	Palauan	child	56	780	ŋalek	ŋ a l e k
1130	Tunjung	child	56	781	tuhiʔ	t u h i ʔ
1131	Bare'e	child	56	775	ana	a n a
1132	Iban	child	56	774	anak	a n a k
1133	Berawan (Long Terawan)	child	56	783	anaʔ	a n a ʔ
1134	Moken	child	56	779	canaːt	c a n aː t
1135	Moken	child	56	782	anaːt	a n aː t
1136	Hanunoo	child	56	774	anak	a n a k
1137	Wuna	child	56	783	anahi	a n a h i
1138	Tetum	child	56	775	oan	o a n
1139	Mailu	child	56	776	oeva	o e v a
1140	Tsou	child	56	778	foinana	f o i n a n a
1141	Tsou	child	56	786	oko	o k o
1142	Nias	child	56	775	ono	o n o
1143	Central Amis	child	56	785	wawa	w a w a
1144	Chamorro	child	56	777	patgon	p a t g o n
1145	Banoni	child	56	782	natsu	n a t s u
1146	Singhi	child	56	774	anak	a n a k
1147	Banggi	child	56	774	anak	a n a k
# 
1148	Maloh	husband	57	797	baka	b a k a
1149	Maloh	husband	57	800	laki	l a k i
1150	Merina (Malagasy)	husband	57	789	vadj	v a d j
1151	Thao	husband	57	802	ajuzi	a j u z i
1152	Palauan	husband	57	797	bucʰ	b u cʰ
1153	Tunjung	husband	57	798	wanaʔ	w a n a ʔ
1154	Bare'e	husband	57	791	laŋkai	l a ŋ k a i
1155	Iban	husband	57	800	laki	l a k i
1156	Berawan (Long Terawan)	husband	57	795	binəh	b i n ə h
1157	Moken	husband	57	796	kanaj	k a n a j
1158	Hanunoo	husband	57	790	asawa	a s a w a
1159	Wuna	husband	57	803	mogʰane	m o gʰ a n e
1160	Tetum	husband	57	788	laʔen	l a ʔ e n
1161	Mailu	husband	57	792	eme	e m e
1162	Tsou	husband	57	794	vcoŋʉ	v c o ŋ ʉ
1163	Nias	husband	57	801	foʔomo	f o ʔ o m o
1164	Nias	husband	57	804	doŋa	d o ŋ a
1165	Central Amis	husband	57	801	faʔinaj	f a ʔ i n a j
1166	Chamorro	husband	57	793	asagua	a s a g u a
1167	Banoni	husband	57	799	tamata	t a m a t a
1168	Singhi	husband	57	795	bonun	b o n u n
1169	Banggi	husband	57	787	saːna	s aː n a
# 
1170	Maloh	wife	58	813	baiʔiŋé	b a i ʔ i ŋ é
1171	Merina (Malagasy)	wife	58	807	vadj	v a d j
1172	Palauan	wife	58	812	bucʰ	b u cʰ
1173	Tunjung	wife	58	810	sagan	s a g a n
1174	Bare'e	wife	58	809	weʔa	w e ʔ a
1175	Iban	wife	58	806	bini	b i n i
1176	Berawan (Long Terawan)	wife	58	813	biʔeh	b i ʔ e h
1177	Moken	wife	58	806	binaj	b i n a j
1178	Hanunoo	wife	58	808	asawa	a s a w a
1179	Wuna	wife	58	816	robine	r o b i n e
1180	Tetum	wife	58	806	fen	f e n
1181	Mailu	wife	58	807	aveta	a v e t a
1182	Tsou	wife	58	811	vcoŋʉ	v c o ŋ ʉ
1183	Nias	wife	58	813	foʔomo	f o ʔ o m o
1184	Nias	wife	58	817	doŋa	d o ŋ a
1185	Central Amis	wife	58	815	fafahi	f a f a h i
1186	Chamorro	wife	58	810	asagua	a s a g u a
1187	Banoni	wife	58	814	moːno	m oː n o
1188	Singhi	wife	58	808	sowen	s o w e n
1189	Banggi	wife	58	805	saːh	s aː h
# 
1190	Maloh	mother	59	827	induʔ	i n d u ʔ
1191	Merina (Malagasy)	mother	59	819	rénj	r é n j
1192	Thao	mother	59	818	ina	i n a
1193	Palauan	mother	59	825	cʰedil	cʰ e d i l
1194	Tunjung	mother	59	826	meʔ	m e ʔ
1195	Bare'e	mother	59	818	ine	i n e
1196	Bare'e	mother	59	827	indo	i n d o
1197	Iban	mother	59	827	indai	i n d a i
1198	Berawan (Long Terawan)	mother	59	829	tinəh	t i n ə h
1199	Moken	mother	59	824	ʔenoŋ	ʔ e n o ŋ
1200	Hanunoo	mother	59	820	inaʔ	i n a ʔ
1201	Wuna	mother	59	818	ina	i n a
1202	Tetum	mother	59	818	ina	i n a
1203	Mailu	mother	59	821	adei	a d e i
1204	Tsou	mother	59	818	ino	i n o
1205	Nias	mother	59	818	ina	i n a
1206	Central Amis	mother	59	818	ina	i n a
1207	Chamorro	mother	59	822	nana	n a n a
1208	Banoni	mother	59	828	tsina	t s i n a
1209	Singhi	mother	59	823	sine	s i n e
# 
1210	Maloh	father	60	832	amaʔ	a m a ʔ
1211	Merina (Malagasy)	father	60	831	raj	r a j
1212	Thao	father	60	830	ama	a m a
1213	Palauan	father	60	838	cʰedam	cʰ e d a m
1214	Tunjung	father	60	832	maʔ	m a ʔ
1215	Bare'e	father	60	833	papa	p a p a
1216	Iban	father	60	834	apai	a p a i
1217	Berawan (Long Terawan)	father	60	840	tanəh	t a n ə h
1218	Moken	father	60	837	ʔapoŋ	ʔ a p o ŋ
1219	Hanunoo	father	60	832	amaʔ	a m a ʔ
1220	Wuna	father	60	830	ama	a m a
1221	Tetum	father	60	830	ama	a m a
1222	Mailu	father	60	834	abai	a b a i
1223	Tsou	father	60	830	amo	a m o
1224	Nias	father	60	830	ama	a m a
1225	Central Amis	father	60	841	mama	m a m a
1226	Chamorro	father	60	835	tata	t a t a
1227	Banoni	father	60	839	tama	t a m a
1228	Singhi	father	60	836	sama	s a m a
1229	Banggi	father	60	830	ama	a m a
# 
1230	Maloh	house	61	848	sau	s a u
1231	Thao	house	61	851	taun	t a u n
1232	Palauan	house	61	842	blai	b l a i
1233	Tunjung	house	61	847	dapeq	d a p e q
1234	Bare'e	house	61	844	banua	b a n u a
1235	Iban	house	61	850	rumah	r u m a h
1236	Berawan (Long Terawan)	house	61	850	lamin	l a m i n
1237	Moken	house	61	846	ʔomaːk	ʔ o m aː k
1238	Hanunoo	house	61	842	balaj	b a l a j
1239	Wuna	house	61	850	lambu	l a m b u
1240	Tetum	house	61	843	uma	u m a
1241	Mailu	house	61	845	uru	u r u
1242	Tsou	house	61	843	emoo	e m o o
1243	Nias	house	61	843	omo	o m o
1244	Central Amis	house	61	850	lumaq	l u m a q
1245	Central Amis	house	61	850	lumaʕ	l u m a ʕ
1246	Banoni	house	61	849	numa	n u m a
1247	Banggi	house	61	842	baːli	b aː l i
# 
1248	Maloh	thatch/roof	62	859	tuduŋ	t u d u ŋ
1249	Merina (Malagasy)	thatch/roof	62	854	tafo#bozaka	t a f o # b o z a k a
1250	Thao	thatch/roof	62	854	tafuq	t a f u q
1251	Palauan	thatch/roof	62	858	cʰado	cʰ a d o
1252	Tunjung	thatch/roof	62	852	sapaw#jemiaq	s a p a w # j e m i a q
1253	Bare'e	thatch/roof	62	855	ata	a t a
1254	Iban	thatch/roof	62	854	atap	a t a p
1255	Iban	thatch/roof	62	864	bumbuŋ	b u m b u ŋ
1256	Berawan (Long Terawan)	thatch/roof	62	852	sapaw	s a p a w
1257	Hanunoo	thatch/roof	62	854	atup	a t u p
1258	Tetum	thatch/roof	62	853	tali#tahan	t a l i # t a h a n
1259	Mailu	thatch/roof	62	855	ato	a t o
1260	Tsou	thatch/roof	62	856	euasi	e u a s i
1261	Nias	thatch/roof	62	861	sagõ	s a g õ
1262	Central Amis	thatch/roof	62	862	falahuŋ	f a l a h u ŋ
1263	Central Amis	thatch/roof	62	862	falahoŋ	f a l a h o ŋ
1264	Chamorro	thatch/roof	62	854	atof	a t o f
1265	Banoni	thatch/roof	62	860	tegʰunu	t e gʰ u n u
1266	Singhi	thatch/roof	62	857	tonʲah	t o nʲ a h
1267	Singhi	thatch/roof	62	863	iraw	i r a w
1268	Banggi	thatch/roof	62	852	safu	s a f u
# 
1269	Maloh	name	63	871	asan	a s a n
1270	Merina (Malagasy)	name	63	865	anarana	a n a r a n a
1271	Thao	name	63	875	lhanaz	l h a n a z
1272	Palauan	name	63	868	ŋakl	ŋ a k l
1273	Bare'e	name	63	866	toʔo	t o ʔ o
1274	Iban	name	63	872	nama	n a m a
1275	Berawan (Long Terawan)	name	63	873	aran	a r a n
1276	Moken	name	63	870	ŋanʲan	ŋ a nʲ a n
1277	Hanunoo	name	63	865	ŋaran	ŋ a r a n
1278	Wuna	name	63	876	neja	n e j a
1279	Tetum	name	63	865	naran	n a r a n
1280	Mailu	name	63	867	omu	o m u
1281	Tsou	name	63	868	oŋko	o ŋ k o
1282	Nias	name	63	874	tõi	t õ i
1283	Central Amis	name	63	870	ŋaŋan	ŋ a ŋ a n
1284	Singhi	name	63	869	adun	a d u n
1285	Banggi	name	63	865	eŋaːrdn	e ŋ aː r d n
# 
1286	Maloh	to say	64	887	jarum	j a r u m
1287	Merina (Malagasy)	to say	64	879	miténj	m i t é n j
1288	Thao	to say	64	892	kmuza	k m u z a
1289	Palauan	to say	64	885	dmuŋ	d m u ŋ
1290	Tunjung	to say	64	886	bagahaʔ	b a g a h a ʔ
1291	Bare'e	to say	64	881	mantoʔo	m a n t o ʔ o
1292	Iban	to say	64	889	sebut	s e b u t
1293	Iban	to say	64	896	jakoʔ	j a k o ʔ
1294	Berawan (Long Terawan)	to say	64	890	pateh	p a t e h
1295	Moken	to say	64	881	manʲak	m a nʲ a k
1296	Hanunoo	to say	64	880	magkun	m a g k u n
1297	Tetum	to say	64	878	haʔak	h a ʔ a k
1298	Mailu	to say	64	882	osiosi	o s i o s i
1299	Tsou	to say	64	881	mainca	m a i n c a
1300	Nias	to say	64	891	w̃aʔõ	w̃ a ʔ õ
1301	Central Amis	to say	64	893	ciŋlaw	c i ŋ l a w
1302	Central Amis	to say	64	897	sumual	s u m u a l
1303	Central Amis	to say	64	883	saːn	s aː n
1304	Chamorro	to say	64	883	saŋan	s a ŋ a n
1305	Banoni	to say	64	888	dara	d a r a
1306	Banoni	to say	64	895	va	v a
1307	Singhi	to say	64	884	naŋ	n a ŋ
1308	Singhi	to say	64	894	tanen	t a n e n
1309	Banggi	to say	64	877	moro	m o r o
# 
1310	Maloh	rope	65	898	tali	t a l i
1311	Merina (Malagasy)	rope	65	899	tadj	t a d j
1312	Thao	rope	65	906	qlhiw	q l h i w
1313	Palauan	rope	65	905	cʰekil	cʰ e k i l
1314	Tunjung	rope	65	898	taliʔ	t a l i ʔ
1315	Bare'e	rope	65	901	wajaː	w a j aː
1316	Iban	rope	65	898	tali	t a l i
1317	Berawan (Long Terawan)	rope	65	898	taleh	t a l e h
1318	Moken	rope	65	904	kəwaj	k ə w a j
1319	Hanunoo	rope	65	900	lubid	l u b i d
1320	Wuna	rope	65	900	rabuta	r a b u t a
1321	Tetum	rope	65	898	talin	t a l i n
1322	Mailu	rope	65	902	oraora	o r a o r a
1323	Tsou	rope	65	903	teési	t e é s i
1324	Nias	rope	65	898	tali	t a l i
1325	Central Amis	rope	65	906	keliw	k e l i w
1326	Chamorro	rope	65	898	tali	t a l i
1327	Banoni	rope	65	906	kurum	k u r u m
1328	Singhi	rope	65	898	taris	t a r i s
1329	Banggi	rope	65	898	tali	t a l i
# 
1330	Maloh	to tie up, fasten	66	914	miŋket	m i ŋ k e t
1331	Merina (Malagasy)	to tie up, fasten	66	909	miféhj	m i f é h j
1332	Thao	to tie up, fasten	66	911	qmucquc	q m u c q u c
1333	Palauan	to tie up, fasten	66	913	mesaur	m e s a u r
1334	Tunjung	to tie up, fasten	66	912	məcat	m ə c a t
1335	Bare'e	to tie up, fasten	66	911	kombi	k o m b i
1336	Iban	to tie up, fasten	66	915	kebat	k e b a t
1337	Iban	to tie up, fasten	66	919	nancʰaŋ	n a n cʰ a ŋ
1338	Iban	to tie up, fasten	66	919	naŋːam	n a ŋː a m
1339	Berawan (Long Terawan)	to tie up, fasten	66	912	mikeʔ	m i k e ʔ
1340	Moken	to tie up, fasten	66	912	mekat	m e k a t
1341	Moken	to tie up, fasten	66	918	lebaj	l e b a j
1342	Hanunoo	to tie up, fasten	66	910	higut	h i g u t
1343	Wuna	to tie up, fasten	66	917	netapu	n e t a p u
1344	Tetum	to tie up, fasten	66	908	futu	f u t u
1345	Tetum	to tie up, fasten	66	911	kmeti	k m e t i
1346	Tsou	to tie up, fasten	66	909	maepoeisi	m a e p o e i s i
1347	Nias	to tie up, fasten	66	916	bugõ	b u g õ
1348	Central Amis	to tie up, fasten	66	913	masuqut	m a s u q u t
1349	Central Amis	to tie up, fasten	66	920	falulen	f a l u l e n
1350	Central Amis	to tie up, fasten	66	921	soʔot	s o ʔ o t
1351	Banoni	to tie up, fasten	66	908	patsuna	p a t s u n a
1352	Banggi	to tie up, fasten	66	907	nigad	n i g a d
# 
1353	Maloh	to sew	67	923	mandait	m a n d a i t
1354	Merina (Malagasy)	to sew	67	923	manjaitra	m a n j a i t r a
1355	Thao	to sew	67	933	shmaqish	s h m a q i s h
1356	Palauan	to sew	67	929	merasm	m e r a s m
1357	Tunjung	to sew	67	928	ŋabet	ŋ a b e t
1358	Bare'e	to sew	67	923	monjau	m o n j a u
1359	Iban	to sew	67	931	jait	j a i t
1360	Berawan (Long Terawan)	to sew	67	928	napeʔ	n a p e ʔ
1361	Moken	to sew	67	923	mənʲiəŋ	m ə nʲ i ə ŋ
1362	Hanunoo	to sew	67	924	tahiʔ	t a h i ʔ
1363	Wuna	to sew	67	935	netampoli	n e t a m p o l i
1364	Tetum	to sew	67	922	lita	l i t a
1365	Mailu	to sew	67	925	surisuri	s u r i s u r i
1366	Tsou	to sew	67	927	tméʔsi	t m é ʔ s i
1367	Nias	to sew	67	932	afu	a f u
1368	Nias	to sew	67	937	tagu	t a g u
1369	Central Amis	to sew	67	934	mitapir	m i t a p i r
1370	Central Amis	to sew	67	934	mitaʔis	m i t a ʔ i s
1371	Chamorro	to sew	67	926	lakse	l a k s e
1372	Chamorro	to sew	67	936	sotse	s o t s e
1373	Banoni	to sew	67	930	keːkabe	k eː k a b e
1374	Singhi	to sew	67	928	nopuŋ	n o p u ŋ
# 
1375	Maloh	needle	68	949	darum	d a r u m
1376	Merina (Malagasy)	needle	68	939	fanjaitra	f a n j a i t r a
1377	Thao	needle	68	951	lhalhum	l h a l h u m
1378	Palauan	needle	68	947	rasm	r a s m
1379	Tunjung	needle	68	948	cahumpʰ	c a h u m pʰ
1380	Bare'e	needle	68	941	ijau	i j a u
1381	Iban	needle	68	946	jarum	j a r u m
1382	Berawan (Long Terawan)	needle	68	938	taun	t a u n
1383	Moken	needle	68	946	jalum	j a l u m
1384	Hanunoo	needle	68	940	dajum	d a j u m
1385	Wuna	needle	68	953	deu	d e u
1386	Tetum	needle	68	938	daun	d a u n
1387	Mailu	needle	68	942	ini	i n i
1388	Tsou	needle	68	944	feézo	f e é z o
1389	Central Amis	needle	68	952	rinum	r i n u m
1390	Central Amis	needle	68	952	linum	l i n u m
1391	Chamorro	needle	68	943	haguha	h a g u h a
1392	Banoni	needle	68	950	sa	s a
1393	Singhi	needle	68	945	tos	t o s
# 
1394	Maloh	to hunt	69	956	mansuʔ	m a n s u ʔ
1395	Merina (Malagasy)	to hunt	69	955	mihaza	m i h a z a
1396	Thao	to hunt	69	954	muribush	m u r i b u s h
1397	Palauan	to hunt	69	954	merːitel	m e rː i t e l
1398	Tunjung	to hunt	69	955	mahaw	m a h a w
1399	Bare'e	to hunt	69	956	maŋela	m a ŋ e l a
1400	Iban	to hunt	69	961	gigaʔ	g i g a ʔ
1401	Iban	to hunt	69	966	ŋasu	ŋ a s u
1402	Berawan (Long Terawan)	to hunt	69	962	bəkaraŋ	b ə k a r a ŋ
1403	Hanunoo	to hunt	69	956	maŋidu	m a ŋ i d u
1404	Wuna	to hunt	69	964	nofula	n o f u l a
1405	Wuna	to hunt	69	959	nokulo	n o k u l o
1406	Tetum	to hunt	69	954	maraka	m a r a k a
1407	Mailu	to hunt	69	957	apana	a p a n a
1408	Mailu	to hunt	69	965	laiva	l a i v a
1409	Tsou	to hunt	69	958	tmaseiti	t m a s e i t i
1410	Nias	to hunt	69	963	alu	a l u
1411	Central Amis	to hunt	69	955	miʔaloʔ	m i ʔ a l o ʔ
1412	Central Amis	to hunt	69	967	mitilu	m i t i l u
1413	Banoni	to hunt	69	960	vakavino	v a k a v i n o
1414	Singhi	to hunt	69	959	ŋokaŋ	ŋ o k a ŋ
1415	Singhi	to hunt	69	964	nʲipa	nʲ i p a
# 
1416	Maloh	to shoot	70	975	manimbak	m a n i m b a k
1417	Merina (Malagasy)	to shoot	70	970	mitifitra	m i t i f i t r a
1418	Thao	to shoot	70	971	palatatnur	p a l a t a t n u r
1419	Palauan	to shoot	70	976	omoes	o m o e s
1420	Tunjung	to shoot	70	968	nemak	n e m a k
1421	Bare'e	to shoot	70	972	mopana	m o p a n a
1422	Iban	to shoot	70	978	timbak	t i m b a k
1423	Moken	to shoot	70	975	mənʲiŋ	m ə nʲ i ŋ
1424	Hanunoo	to shoot	70	971	palkas	p a l k a s
1425	Wuna	to shoot	70	979	netemba	n e t e m b a
1426	Tetum	to shoot	70	969	hana	h a n a
1427	Tsou	to shoot	70	974	pono	p o n o
1428	Tsou	to shoot	70	974	pnaa	p n a a
1429	Nias	to shoot	70	974	fana	f a n a
1430	Central Amis	to shoot	70	974	panaʔ	p a n a ʔ
1431	Chamorro	to shoot	70	973	paki	p a k i
1432	Banoni	to shoot	70	977	kum	k u m
1433	Singhi	to shoot	70	968	nimak	n i m a k
1434	Banggi	to shoot	70	968	nimbak	n i m b a k
# 
1435	Maloh	to stab, pierce	71	989	majuk	m a j u k
1436	Merina (Malagasy)	to stab, pierce	71	982	mandoaka	m a n d o a k a
1437	Thao	to stab, pierce	71	993	lhmirik	l h m i r i k
1438	Palauan	to stab, pierce	71	988	merus	m e r u s
1439	Tunjung	to stab, pierce	71	982	mancak	m a n c a k
1440	Bare'e	to stab, pierce	71	982	moncaku	m o n c a k u
1441	Berawan (Long Terawan)	to stab, pierce	71	991	nəpiʔ	n ə p i ʔ
1442	Moken	to stab, pierce	71	987	ləbak	l ə b a k
1443	Moken	to stab, pierce	71	996	ləkam	l ə k a m
1444	Hanunoo	to stab, pierce	71	983	harug	h a r u g
1445	Wuna	to stab, pierce	71	995	fotobo	f o t o b o
1446	Tetum	to stab, pierce	71	981	sona	s o n a
1447	Tsou	to stab, pierce	71	985	smueu	s m u e u
1448	Nias	to stab, pierce	71	992	tuo	t u o
1449	Central Amis	to stab, pierce	71	994	icucuk	i c u c u k
1450	Central Amis	to stab, pierce	71	994	cucuk	c u c u k
1451	Chamorro	to stab, pierce	71	984	bulokbok	b u l o k b o k
1452	Banoni	to stab, pierce	71	990	tsu	t s u
1453	Banoni	to stab, pierce	71	984	paraka	p a r a k a
1454	Banoni	to stab, pierce	71	997	tapoː	t a p oː
1455	Singhi	to stab, pierce	71	986	nijub	n i j u b
1456	Banggi	to stab, pierce	71	980	musuk	m u s u k
# 
1457	Maloh	to hit	72	1008	sigusu	s i g u s u
1458	Merina (Malagasy)	to hit	72	999	mamélj	m a m é l j
1459	Thao	to hit	72	1013	kmaj	k m a j
1460	Palauan	to hit	72	1006	meŋlébed	m e ŋ l é b e d
1461	Tunjung	to hit	72	1007	bajagur	b a j a g u r
1462	Bare'e	to hit	72	1001	bombali	b o m b a l i
1463	Iban	to hit	72	1010	maluk	m a l u k
1464	Iban	to hit	72	1017	sipat	s i p a t
1465	Iban	to hit	72	1020	lunsin	l u n s i n
1466	Iban	to hit	72	1014	paluʔ	p a l u ʔ
1467	Berawan (Long Terawan)	to hit	72	1011	mupoʔ	m u p o ʔ
1468	Moken	to hit	72	1005	məcʰun	m ə cʰ u n
1469	Hanunoo	to hit	72	1000	hampak	h a m p a k
1470	Wuna	to hit	72	1015	nesuwu	n e s u w u
1471	Wuna	to hit	72	1015	nesoda	n e s o d a
1472	Wuna	to hit	72	1021	fopepe	f o p e p e
1473	Mailu	to hit	72	1002	keakea	k e a k e a
1474	Tsou	to hit	72	1004	smizi	s m i z i
1475	Nias	to hit	72	1012	tifa	t i f a
1476	Central Amis	to hit	72	1014	palu	p a l u
1477	Central Amis	to hit	72	1018	setiq	s e t i q
1478	Central Amis	to hit	72	1011	mipalo	m i p a l o
1479	Central Amis	to hit	72	1022	mistiʔ	m i s t i ʔ
1480	Chamorro	to hit	72	1003	fagːas	f a gː a s
1481	Banoni	to hit	72	1009	tsunu	t s u n u
1482	Banoni	to hit	72	1016	buno	b u n o
1483	Banoni	to hit	72	1019	tagunu	t a g u n u
1484	Singhi	to hit	72	1003	obox	o b o x
1485	Banggi	to hit	72	998	numbuk	n u m b u k
# 
1486	Maloh	to steal	73	1033	kalit	k a l i t
1487	Merina (Malagasy)	to steal	73	1025	maŋalatra	m a ŋ a l a t r a
1488	Thao	to steal	73	1037	kunriu	k u n r i u
1489	Palauan	to steal	73	1025	meŋol	m e ŋ o l
1490	Bare'e	to steal	73	1027	ago	a g o
1491	Iban	to steal	73	1035	ŋencʰuri	ŋ e n cʰ u r i
1492	Berawan (Long Terawan)	to steal	73	1031	nakaw	n a k a w
1493	Moken	to steal	73	1032	gupeːt	g u p eː t
1494	Moken	to steal	73	1040	ŋəlat	ŋ ə l a t
1495	Hanunoo	to steal	73	1026	takaw	t a k a w
1496	Wuna	to steal	73	1038	nombulaku	n o m b u l a k u
1497	Tetum	to steal	73	1024	hanaʔo	h a n a ʔ o
1498	Mailu	to steal	73	1028	auere	a u e r e
1499	Mailu	to steal	73	1039	omaoma	o m a o m a
1500	Mailu	to steal	73	1041	teretere	t e r e t e r e
1501	Tsou	to steal	73	1030	meoeoi	m e o e o i
1502	Nias	to steal	73	1036	luʔa	l u ʔ a
1503	Nias	to steal	73	1026	tagõ	t a g õ
1504	Central Amis	to steal	73	1026	takaw	t a k a w
1505	Chamorro	to steal	73	1029	sakːe	s a kː e
1506	Banoni	to steal	73	1034	dzaŋa	d z a ŋ a
1507	Singhi	to steal	73	1031	noku	n o k u
1508	Banggi	to steal	73	1023	nahu	n a h u
# 
1509	Maloh	to kill	74	1050	bunoʔ	b u n o ʔ
1510	Merina (Malagasy)	to kill	74	1042	mamono	m a m o n o
1511	Thao	to kill	74	1053	kmaj#pacaj	k m a j # p a c a j
1512	Palauan	to kill	74	1048	meléb	m e l é b
1513	Tunjung	to kill	74	1049	pakateʔ	p a k a t e ʔ
1514	Bare'e	to kill	74	1044	pate	p a t e
1515	Iban	to kill	74	1050	bunoh	b u n o h
1516	Berawan (Long Terawan)	to kill	74	1052	pələtːəh	p ə l ə tː ə h
1517	Moken	to kill	74	1047	munuːk	m u n uː k
1518	Hanunoo	to kill	74	1043	matjun	m a t j u n
1519	Wuna	to kill	74	1055	fopoŋko	f o p o ŋ k o
1520	Mailu	to kill	74	1042	maimai	m a i m a i
1521	Tsou	to kill	74	1045	poh	p o h
