# SIN
ID	Languages	Gloss	GlossId	Ortho	IPA	CogID
374	Nanchang	rooster	35	鸡公	ʨi⁴²kuŋ⁴²	116
375	Chengdu	rooster	35	鸡公	ʨi⁵⁵koŋ⁵⁵	116
376	Chengdu	rooster	35	雄鸡	ɕɥoŋ³¹ʨi⁵⁵	114
377	Taiyuan	rooster	35	公鸡	kwəŋ¹¹ʨi¹¹	114
378	Shexian	rooster	35	鸡公	ʨi³¹kwʌ̃³¹	117
379	Beijing	rooster	35	公鸡	kuŋ⁵⁵ʨi⁵⁵	114
380	Kunming	rooster	35	公鸡	koŋ⁴⁴ʨi⁴⁴	114
381	Shanghai	rooster	35	雄鸡	ɦjoŋ¹³ʨi⁵³	114
382	Shanghai	rooster	35	公鸡	koŋ⁵³ʨi⁵³	114
# 
383	Meixian	chicken	36	鸡嫲	ke⁴⁴ma¹¹	127
384	Changsha	chicken	36	鸡婆	ʨi³³po¹³	122
385	Guixian	chicken	36	子鸡	ʦɿ⁴²ʨi⁵⁵	125
386	Guixian	chicken	36	草鸡	ʦʰa⁴²ʨi⁵⁵	125
387	Guixian	chicken	36	母鸡	mu⁴²ʨi⁵⁵	121
388	Xiamen	chicken	36	鸡母	kwe⁵⁵bu	129
389	Xiamen	chicken	36	鸡僆	kwe⁵⁵nwa²²	129
390	Hefei	chicken	36	母鸡	məŋ²⁴ʦɿ²¹	121
391	Hefei	chicken	36	老母鸡	lɔ²⁴məʦɿ²¹	130
392	Jinan	chicken	36	母鸡	mu⁵⁵ʨi	121
393	Jinan	chicken	36	草鸡	ʦʰɔ⁵⁵ʨi	125
394	Hangzhou	chicken	36	婆鸡	bo²¹³ʨi	126
395	Guangzhou	chicken	36	鸡乸	kɐj⁵⁵na³⁵	124
396	Guangzhou	chicken	36	鸡项	kɐj⁵⁵hɔŋ³⁵	124
397	Nanchang	chicken	36	鸡婆	ʨi⁴²pʰo²⁴	122
398	Chengdu	chicken	36	老母鸡	naw⁵³mu⁵³ʨi⁵⁵	123
399	Chengdu	chicken	36	鸡婆	ʨi⁵⁵pʰo³¹	122
400	Taiyuan	chicken	36	草鸡	ʦʰaw⁵³ʨi¹¹	125
401	Shexian	chicken	36	鸡母	ʨi³¹m̩³⁵	128
402	Shexian	chicken	36	鸡婆	ʨi³¹pʰo⁴⁴	122
403	Beijing	chicken	36	母鸡	mu²¹⁴ʨi⁵⁵	121
404	Kunming	chicken	36	母鸡	mu⁵³ʨi⁴⁴	121
405	Shanghai	chicken	36	雌鸡	ʦʰɿ⁵³ʨi⁵³	125
406	Shanghai	chicken	36	母鸡	mu¹³ʨi⁵³	121
# 
407	Meixian	sparrow	37	禾笔儿	vo¹¹pit¹le	134
408	Changsha	sparrow	37	麻雀子	ma¹³ʦʰjo²⁴ʦɿ	132
409	Guixian	sparrow	37	麻雀	ma²¹ʨʰjo²¹	132
410	Xiamen	sparrow	37	粟鸟仔	ʦʰik²ʦjawiau⁵³a⁵³	137
411	Hefei	sparrow	37	麻啾	ma⁵⁵ʨʰjɯ²¹	132
412	Jinan	sparrow	37	家雀儿	ʨja²¹³ʨʰɥər	131
413	Jinan	sparrow	37	家雀子	ʨja²¹³ʨʰɥəʦɿ	131
414	Hangzhou	sparrow	37	麻巧儿	mɑ²¹³ʨʰjɔ⁵³əl²¹³	132
415	Guangzhou	sparrow	37	麻雀	ma²¹ʦœk³³	133
416	Nanchang	sparrow	37	奸雀子	kan⁴²ʨʰjɔʔ⁰²ʦɿ⁰²	135
417	Nanchang	sparrow	37	麻雀子	mɑ⁴⁵ʨʰjɔʔ⁰⁴ʦɿ⁰⁴	132
418	Chengdu	sparrow	37	麻雀儿	ma³¹ʨʰɥər³¹	132
419	Taiyuan	sparrow	37	雀儿	ʨʰɥar⁵³	136
420	Taiyuan	sparrow	37	麻雀儿	ma¹¹ʨʰɥar⁵³	132
421	Shexian	sparrow	37	麻雀	ma⁴⁴ʦʰjɔʔ²¹	132
422	Beijing	sparrow	37	家雀儿	ʨja⁵⁵ʨʰjɑwiɑur²¹⁴	131
423	Kunming	sparrow	37	谷雀	ku³¹ʨʰjo³¹	132
424	Kunming	sparrow	37	麻雀	mᴀ³¹ʨʰjo³¹	132
425	Shanghai	sparrow	37	麻雀	mo¹³ʨʰjaʔ⁵	132
426	Shanghai	sparrow	37	麻鸟	mo¹³tjɔ⁵³	132
# 
427	Meixian	mouse	38	老鼠儿	law³¹ʦʰu³¹ve	139
428	Changsha	mouse	38	老鼠子	law⁴¹ɕy⁴¹ʦɿ	139
429	Changsha	mouse	38	高客	kaw³³kʰə²⁴	138
430	Guixian	mouse	38	耗子	xa²¹³ʦɿ⁴²	138
431	Xiamen	mouse	38	老鼠	njawiau⁵³ʦʰu⁵³	141
432	Hefei	mouse	38	老鼠	lɔ²⁴t͡ʂʰwə	140
433	Jinan	mouse	38	老鼠	lɔ⁵⁵ʂu	140
434	Jinan	mouse	38	耗子	xɔ²¹ʦɿ	138
435	Hangzhou	mouse	38	老鼠	lɔ⁵³ʦʰy⁵³	140
436	Nanchang	mouse	38	老鼠	lɑw²¹³ɕy⁰⁴	139
437	Chengdu	mouse	38	老鼠	naw⁵³su⁵³	139
438	Chengdu	mouse	38	耗子	xaw¹³ʦɿ⁵³	138
439	Shexian	mouse	38	老鼠	lɔ³⁵ʨʰy³⁵	140
440	Shexian	mouse	38	尖嘴	ʦe³¹ʨy³⁵	142
441	Beijing	mouse	38	耗子	xɑw⁵¹ʦɿ¹	138
442	Kunming	mouse	38	老鼠	lɔ⁵³t͡ʂʰu⁵³	140
443	Shanghai	mouse	38	老虫	lɔ¹³zoŋ²³	140
444	Shanghai	mouse	38	老鼠	lɔ¹³ʦʰɿ³⁵	140
# 
445	Meixian	bedbug	39	乾蜱	kon⁴⁴pʰi⁴⁴	146
446	Changsha	bedbug	39	臭虫	t͡ʂʰəw⁵⁵t͡ʂoŋ¹³	144
447	Changsha	bedbug	39	香姑娘	ɕjan³³ku³³ȵjan¹³	149
448	Guixian	bedbug	39	臭虫	ʦʰəw²¹³ʦʰoŋ²¹	144
449	Xiamen	bedbug	39	木虱	bat⁵sat³²	148
450	Hefei	bedbug	39	臭虫	t͡ʂʰɯ⁵³t͡ʂʰəŋ	144
451	Jinan	bedbug	39	臭虫	t͡ʂʰow²¹t͡ʂʰuŋ⁴²	144
452	Hangzhou	bedbug	39	臭虫	ʦʰej⁴⁴⁵ʣoŋ²¹³	144
453	Guangzhou	bedbug	39	木虱	mok²sɐt⁵	143
454	Nanchang	bedbug	39	臭虫	ʦʰɨw²¹³ʦʰuŋ⁰⁴	144
455	Chengdu	bedbug	39	臭虫	ʦʰəw¹³ʦʰoŋ³¹	144
456	Taiyuan	bedbug	39	壁虱	pjəʔ²səʔ²	147
457	Shexian	bedbug	39	木虱	mɔ²²seʔ²¹	145
458	Shexian	bedbug	39	壁虱	pi²¹seʔ²¹	145
459	Beijing	bedbug	39	臭虫	t͡ʂʰow⁵¹t͡ʂʰuŋ¹	144
460	Kunming	bedbug	39	壁虱	pi³¹sə³¹	145
461	Shanghai	bedbug	39	臭虫	ʦʰɤ³⁵zoŋ²³	144
462	Shanghai	bedbug	39	瘪虱	pjɪʔ⁵səʔ⁵	147
# 
463	Meixian	house	40	屋儿	vuk¹e	152
464	Changsha	house	40	屋	u²⁴	151
465	Guixian	house	40	房子	faŋ²¹ʦɿ⁴²	150
466	Xiamen	house	40	厝	ʦʰu²¹	155
467	Hefei	house	40	宅子	ʦɐʔ⁵ʦə	153
468	Jinan	house	40	房子	faŋ⁴²ʦɿ	150
469	Jinan	house	40	屋	u²¹³	151
470	Hangzhou	house	40	房子	vɑŋ²¹³ʦɿ	150
471	Guangzhou	house	40	屋	ok⁵	152
472	Nanchang	house	40	屋	uʔ⁵	154
473	Chengdu	house	40	房子	faŋ³¹ʦɿ⁵³	150
474	Taiyuan	house	40	房子	fɒ̃¹¹ʦəʔ	150
475	Shexian	house	40	屋	uʔ²¹	154
476	Beijing	house	40	房子	fɑŋ³⁵ʦɿ³	150
477	Kunming	house	40	房子	fᴀ̃³¹ʦɿ⁵³	150
478	Shanghai	house	40	房子	vɑ̃¹³ʦɿ³⁵	150
# 
479	Meixian	window	42	窗儿	ʦʰuŋ⁴⁴ŋe	158
480	Changsha	window	42	亮窗	ljan¹¹ʨʰɥan³³	157
481	Guixian	window	42	窗子	ʦʰwaŋ⁵⁵ʦɿ⁴²	156
482	Xiamen	window	42	窗仔	tʰaŋ⁵⁵ŋa⁵³	158
483	Hefei	window	42	窗子	t͡ʂʰwɑ̃²¹ʦə	160
484	Jinan	window	42	窗户	t͡ʂʰwaŋ²¹³xu	156
485	Jinan	window	42	窗子	t͡ʂʰwaŋ²¹³ʦɿ	156
486	Hangzhou	window	42	窗门	ʦʰɥɑŋ³³men²¹³	159
487	Hangzhou	window	42	窗子	ʦʰɥɑŋ³³ʦɿ⁵³	156
488	Guangzhou	window	42	窗	ʦʰœŋ⁵⁵	158
489	Guangzhou	window	42	窗门	ʦʰœŋ⁵⁵mun²¹	159
490	Nanchang	window	42	窗子	ʦʰɔŋ⁴²ʦɿ⁰²	156
491	Nanchang	window	42	格子旧	kɑʔ⁵ʦɿ⁰²	161
492	Chengdu	window	42	窗户	ʦʰwaŋ⁵⁵xu	156
493	Chengdu	window	42	窗子	ʦʰwaŋ⁵⁵ʦɿ	156
494	Taiyuan	window	42	窗户	ʦʰwɒ̃¹¹xu⁴⁵	160
495	Taiyuan	window	42	窗子	ʦʰwɒ̃¹¹ʦəʔ	160
496	Shexian	window	42	槛窗	kʰɛ³⁵ʦʰo³¹	161
497	Shexian	window	42	槛闼	kʰɛ³⁵tʰa²²	161
498	Beijing	window	42	窗户	t͡ʂʰwɑŋ⁵⁵xu²	156
499	Kunming	window	42	窗户	t͡ʂʰwᴀ̃⁴⁴xoŋ⁴⁴	160
500	Shanghai	window	42	窗门	ʦʰɑ̃⁵³məŋ¹³	159
501	Shanghai	window	42	窗	ʦʰɑ̃⁵³	162
# 
502	Meixian	doorsills	43	门段	mun¹¹ton⁵³	163
503	Changsha	doorsills	43	门坎	mən¹³kʰan⁴¹	163
504	Guixian	doorsills	43	门坎	men²¹kʰan⁴²	163
505	Xiamen	doorsills	43	户滇	hɔ²²tiŋ²²	167
506	Hefei	doorsills	43	门坎	mən⁵⁵kʰæ̃²⁴	163
507	Jinan	doorsills	43	门槛子	mẽ⁴²ʨʰjã²¹ʦɿ	165
508	Hangzhou	doorsills	43	门坎	men²¹³kʰᴇ̃⁵³	163
509	Guangzhou	doorsills	43	门坎	mun²¹hɐm	164
510	Nanchang	doorsills	43	门坎	mɨn⁴⁵kan⁰⁴	163
511	Chengdu	doorsills	43	门槛	mən³¹kʰan⁵³	163
512	Taiyuan	doorsills	43	门限限	məŋ¹¹ɕje⁴⁵ɕje⁴⁵	166
513	Shexian	doorsills	43	门槛	mʌ̃⁴⁴kʰɛ³⁵	163
514	Beijing	doorsills	43	门坎儿	mən³⁵kʰar²¹⁴	163
515	Kunming	doorsills	43	门坎	mə̃³¹kʰᴀ̃⁵³	163
516	Shanghai	doorsills	43	门槛	məŋ¹³kʰe³⁵	163
# 
517	Meixian	kitchen	45	厨房下	ʦʰu¹¹foŋ¹¹ha⁴⁴	168
518	Changsha	kitchen	45	厨房	ʨy¹³fan¹³	168
519	Changsha	kitchen	45	灶屋	ʦaw⁵⁵u²⁴	173
520	Guixian	kitchen	45	厨房	ʦʰu²¹faŋ²¹	168
521	Guixian	kitchen	45	灶房	ʦa²¹³faŋ²¹	168
522	Xiamen	kitchen	45	灶骹	ʦaw²¹kʰa⁵⁵	173
523	Xiamen	kitchen	45	厨房	tu³⁵paŋ³⁵	168
524	Hefei	kitchen	45	锅间	ku²¹ʨjɪ̃²¹	169
525	Jinan	kitchen	45	饭屋	fã²¹u	170
526	Jinan	kitchen	45	厨房	t͡ʂʰu⁴²faŋ⁴²	168
527	Hangzhou	kitchen	45	厨房	ʣy²¹³vɑŋ²¹³	168
528	Guangzhou	kitchen	45	厨房	ʦʰøɥ²¹fɔŋ²¹	168
529	Guangzhou	kitchen	45	下间	ha²²kan⁵⁵	174
530	Nanchang	kitchen	45	厨房	ʨʰy²⁴fɔŋ⁰⁴	168
531	Chengdu	kitchen	45	厨房	ʦʰu³¹faŋ³¹	168
532	Chengdu	kitchen	45	灶房	ʦaw¹³faŋ³¹	168
533	Chengdu	kitchen	45	灶屋	ʦaw¹³u³¹	173
534	Chengdu	kitchen	45	灶门间儿	ʦaw¹³mən³¹ʨʰɥər⁵⁵	175
535	Taiyuan	kitchen	45	厨房	ʦʰu¹¹fɒ̃¹¹	168
536	Shexian	kitchen	45	灶下	ʦɔ³²⁴xa³⁵	172
537	Beijing	kitchen	45	厨房	t͡ʂʰu³⁵fɑŋ³⁵	168
538	Kunming	kitchen	45	灶房	ʦɔ²¹²fᴀ̃³¹	168
539	Shanghai	kitchen	45	灶披间	ʦɔ³⁵pʰi⁵³ke⁵³	171
# 
540	Meixian	chimney	46	烟涵	jan⁴⁴ham¹¹	178
541	Changsha	chimney	46	烟筒	jẽ³³toŋ¹³	176
542	Guixian	chimney	46	烟囱	jan⁵⁵ʦʰoŋ⁵⁵	176
543	Xiamen	chimney	46	烟筒	jan⁵⁵taŋ³⁵	176
544	Hefei	chimney	46	烟龙	jɪ̃²¹ləŋ	177
545	Jinan	chimney	46	烟筒	jã²¹³tʰuŋ	176
546	Jinan	chimney	46	灶突	ʦɔ²¹tu⁴²	180
547	Jinan	chimney	46	气烟	ʨʰi²¹jã	181
548	Hangzhou	chimney	46	烟囱	ʔjᴇ̃³³ʦʰoŋ³³	176
549	Guangzhou	chimney	46	烟通	jin⁵⁵tʰoŋ⁵⁵	176
550	Nanchang	chimney	46	烟筒	jɛn⁴²tʰuŋ⁰²	176
551	Chengdu	chimney	46	烟囱	jan⁵⁵ʦʰoŋ⁵⁵	176
552	Taiyuan	chimney	46	烟洞	je¹¹twəŋ⁴⁵	176
553	Taiyuan	chimney	46	烟筒	je¹¹tʰwəŋ⁵³	176
554	Shexian	chimney	46	烟囱	je³¹ʦʰʌ̃³¹	179
555	Beijing	chimney	46	烟筒	jan⁵⁵tʰuŋ²	176
556	Kunming	chimney	46	烟囱	jɛ̃⁴⁴ʦʰoŋ⁴⁴	176
557	Shanghai	chimney	46	烟囱	i⁵³ʦʰoŋ⁵³	176
# 
558	Meixian	table	47	桌儿	ʦok¹e	184
559	Changsha	table	47	桌子	ʦo²⁴ʦɿ	182
560	Guixian	table	47	桌子	ʦo²¹ʦɿ⁴²	182
561	Xiamen	table	47	桌仔	toʔ³²a⁵³	185
562	Xiamen	table	47	桌	toʔ³²	185
563	Hefei	table	47	桌子	t͡ʂwɐ⁵ʦə	182
564	Jinan	table	47	桌子	t͡ʂwə²¹³ʦɿ	182
565	Hangzhou	table	47	桌子	ʦoʔ⁵ʦɿ	182
566	Guangzhou	table	47	枱	tʰɔj²¹	183
567	Nanchang	table	47	桌子	ʦɔʔ⁵ʦɿ⁰²	182
568	Chengdu	table	47	桌子	ʦo³¹ʦɿ⁵³	182
569	Taiyuan	table	47	桌子	ʦwaʔ²ʦəʔ	182
570	Shexian	table	47	桌	ʦɔʔ²¹	185
571	Beijing	table	47	桌子	t͡ʂwo⁵⁵ʦɿ²	182
572	Kunming	table	47	桌子	t͡ʂo³¹ʦɿ⁵³	182
573	Shanghai	table	47	台子	de¹³ʦɿ³⁵	182
# 
574	Meixian	stairs	48	梯排	tʰoj⁴⁴pʰaj¹¹	188
575	Changsha	stairs	48	楼梯	ləw¹³tʰi³³	186
576	Guixian	stairs	48	楼梯	ləw²¹tʰi⁵⁵	186
577	Xiamen	stairs	48	楼梯	law³⁵tʰwi	186
578	Xiamen	stairs	48	楼徛	law³⁵kja²²	190
579	Hefei	stairs	48	楼梯	lɯ⁵⁵ʦʰɿ²¹	186
580	Jinan	stairs	48	楼梯	low²¹tʰi²¹³	186
581	Hangzhou	stairs	48	扶梯	ɦu²¹³tʰi³³	187
582	Guangzhou	stairs	48	楼梯	lɐw²¹tʰɐj⁵⁵	186
583	Nanchang	stairs	48	楼梯	lɛw⁴⁵tʰi⁰⁴	186
584	Chengdu	stairs	48	楼梯	nəw³¹tʰi⁵⁵	186
585	Taiyuan	stairs	48	楼梯	ləw¹¹tʰi¹¹	186
586	Shexian	stairs	48	阁梯	kɔ²¹tʰɛ³¹	189
587	Shexian	stairs	48	阁桥	kɔ²¹ʨʰjɔ⁴⁴	189
588	Beijing	stairs	48	楼梯	low³⁵tʰi⁵⁵	186
589	Kunming	stairs	48	楼梯	ləw³¹tʰi⁴⁴	186
590	Shanghai	stairs	48	胡梯	ɦu¹³tʰi⁵³	187
# 
591	Meixian	head	49	头	tʰew¹¹	194
592	Changsha	head	49	脑壳	law⁴¹kʰo²⁴	192
593	Guixian	head	49	脑壳	la⁴²kʰo²¹	192
594	Xiamen	head	49	头壳	tʰaw³⁵kʰak³²	197
595	Xiamen	head	49	头	tʰaw³⁵	194
596	Hefei	head	49	头	tʰɯ⁵⁵	194
597	Jinan	head	49	头	tʰow	194
598	Jinan	head	49	脑袋	nɔ⁵⁵tɛ	198
599	Hangzhou	head	49	头	dej²¹³	193
600	Guangzhou	head	49	头	tʰɐw²¹	194
601	Guangzhou	head	49	头壳	tʰɐw²¹hɔk³	197
602	Nanchang	head	49	头	tʰɛw²⁴	194
603	Chengdu	head	49	头	tʰəw³¹	194
604	Chengdu	head	49	脑壳	naw⁵³kʰo³¹	192
605	Taiyuan	head	49	得脑	təʔ²naw⁵³	196
606	Shexian	head	49	头	tʰju⁴⁴	195
607	Shexian	head	49	头脑壳	tʰju⁴⁴lɔ³⁵kʰɔʔ²¹	199
608	Beijing	head	49	脑袋	nɑw²¹⁴taj⁴	191
609	Beijing	head	49	脑袋瓜儿	nɑw²¹⁴taj⁴kwar⁵⁵	191
610	Beijing	head	49	头	tʰow³⁵	194
611	Kunming	head	49	脑壳	nɔ⁵³kʰo³¹	192
612	Shanghai	head	49	头	dɤ¹³	194
# 
613	Meixian	forehead	50	额	ŋjak¹	206
614	Meixian	forehead	50	额角	ŋjak¹kok¹	206
615	Changsha	forehead	50	额壳	ŋə²⁴kʰo²⁴	201
616	Changsha	forehead	50	额头	ŋə²⁴təw¹³	202
617	Guixian	forehead	50	额颅	ŋɛ²¹ləw⁵⁵	202
618	Xiamen	forehead	50	头额	tʰaw³⁵hjaʔ⁵	209
619	Hefei	forehead	50	额脑头	ɐʔ⁵lɔ²⁴tʰɯ⁵⁵	204
620	Jinan	forehead	50	额拉盖儿	jə²¹lakɛr²¹	205
621	Hangzhou	forehead	50	额角头	ŋɑʔ²koʔ⁵dej²¹³	203
622	Guangzhou	forehead	50	额头	ŋak²tʰɐw²¹	202
623	Guangzhou	forehead	50	额	ŋak²	206
624	Nanchang	forehead	50	脑瓜	lɑw²¹³kwɑ⁰⁴	207
625	Chengdu	forehead	50	额颅	ŋe³¹nəw³¹	202
626	Taiyuan	forehead	50	奔颅	pəŋ¹¹ləw¹¹	208
627	Shexian	forehead	50	额角头	ŋɛ²¹kɔ²¹tʰju⁴⁴	201
628	Beijing	forehead	50	脑门儿	nɑw²¹⁴mər³⁵	200
629	Kunming	forehead	50	脑门	nɔ⁵³mə̃³¹	200
630	Kunming	forehead	50	额勒头	ə³¹lə⁴⁴tʰəw³¹	204
631	Shanghai	forehead	50	额角头	ŋaʔ¹³koʔ⁵dɤ¹³	203
# 
632	Meixian	face	51	面	mjen⁵³	211
633	Meixian	face	51	面相	mjen⁵³sjoŋ⁵³	216
634	Changsha	face	51	脸	ljẽ⁴¹	210
635	Guixian	face	51	脸	ljan⁴²	210
636	Guixian	face	51	脸包	ljan⁴²pa⁵⁵	210
637	Xiamen	face	51	面仔	bin²²na⁵³	215
638	Xiamen	face	51	面	bin²²	215
639	Hefei	face	51	脸	ljɪ̃²⁴	210
640	Jinan	face	51	脸	ljã⁵⁵	210
641	Hangzhou	face	51	脸孔	ljᴇ̃⁵³kʰoŋ⁵³	212
642	Guangzhou	face	51	面	min²²	211
643	Nanchang	face	51	脸	ljɛn²¹³	210
644	Chengdu	face	51	脸	njan⁵³	211
645	Taiyuan	face	51	眉眼	mi¹¹nje⁵³	214
646	Taiyuan	face	51	脸	lje⁵³	210
647	Shexian	face	51	面嘴	me²²ʨy³⁵	213
648	Shexian	face	51	面孔	me²²kʰwʌ̃³⁵	213
649	Beijing	face	51	脸	ljan²¹⁴	210
650	Kunming	face	51	脸	ljɛ̃⁵³	210
651	Shanghai	face	51	面孔	mi¹³kʰoŋ³⁵	213
# 
652	Meixian	nose	52	鼻公	pʰi⁵³kuŋ⁴⁴	220
653	Changsha	nose	52	鼻子	pi²⁴ʦɿ	217
654	Guixian	nose	52	鼻子	pi²¹ʦɿ⁴²	217
655	Xiamen	nose	52	鼻仔	pʰĩ²²jã⁵³	217
656	Xiamen	nose	52	鼻	pʰĩ²²	217
657	Hefei	nose	52	鼻子	pjəʔ⁵ʦə	219
658	Jinan	nose	52	鼻子	pi⁴²ʦɿ	217
659	Hangzhou	nose	52	鼻头	bɑʔ²dej²¹³	219
660	Guangzhou	nose	52	鼻哥	pej²²kɔ⁵⁵	218
661	Nanchang	nose	52	鼻公	pʰiʔ²kuŋ⁰²	220
662	Chengdu	nose	52	鼻子	pi³¹ʦɿ⁵³	217
663	Taiyuan	nose	52	鼻子	pjəʔ⁵⁴ʦəʔ	219
664	Shexian	nose	52	鼻头	pʰi²²tʰju⁴⁴	217
665	Shexian	nose	52	鼻孔	pʰi²²kʰwʌ̃³⁵	218
666	Beijing	nose	52	鼻子	pi³⁵ʦɿ³	217
667	Kunming	nose	52	鼻子	pi³¹ʦɿ⁵³	217
668	Shanghai	nose	52	鼻头	bjɪʔ¹dɤ¹³	219
# 
669	Meixian	neck	53	颈茎	kjaŋ³¹kin⁴⁴	222
670	Changsha	neck	53	颈根	ʨin⁴¹kən³³	222
671	Guixian	neck	53	颈根	ʨjaŋ⁴²ken	222
672	Guixian	neck	53	脖颈	po²¹ʨjaŋ⁴²	226
673	Xiamen	neck	53	颔颈	am²²kun⁵³	223
674	Hefei	neck	53	脑颈把	lɔ²⁴ʨin²⁴pa⁵³	225
675	Jinan	neck	53	脖子	pə⁴²ʦɿ	221
676	Jinan	neck	53	脖儿梗	pə⁴²ər⁴²kəŋ⁵⁵	228
677	Hangzhou	neck	53	脰颈	dej¹³ʨin⁵³	224
678	Guangzhou	neck	53	颈	kɛŋ³⁵	223
679	Nanchang	neck	53	颈	ʨjɑŋ²¹³	226
680	Chengdu	neck	53	颈子	ʨin⁵³ʦɿ⁵³	222
681	Chengdu	neck	53	颈项	ʨin⁵³xaŋ¹³	222
682	Taiyuan	neck	53	脖子	paʔ⁵⁴ʦəʔ	221
683	Shexian	neck	53	项颈	xa³⁵ʨjʌ̃³⁵	227
684	Beijing	neck	53	脖颈儿	po³⁵kə̃r²¹⁴	221
685	Beijing	neck	53	脖子	po³⁵ʦɿ³	221
686	Kunming	neck	53	脖子	po³¹ʦɿ⁵³	221
687	Shanghai	neck	53	头颈	dɤ¹³ʨiŋ³⁵	224
# 
688	Meixian	left hand	54	左手	ʦo³¹su³¹	229
689	Changsha	left hand	54	左手	ʦo⁴¹ʂəw⁴¹	229
690	Changsha	left hand	54	左手子	ʦo⁴¹ʂəw⁴¹ʦɿ	229
691	Guixian	left hand	54	左手	ʦo⁴²səw⁴²	229
692	Guixian	left hand	54	反手	fan⁴²səw⁴²	233
693	Xiamen	left hand	54	倒手	to²¹ʦʰju	231
694	Xiamen	left hand	54	左手	ʦo⁵³ʦʰju⁵³	231
695	Hefei	left hand	54	左手	ʦʊ²⁴ʂɯ²⁴	229
696	Jinan	left hand	54	左手	ʦwə²¹ʂow⁵⁵	229
697	Hangzhou	left hand	54	借手	ʨi⁴⁴⁵sej	229
698	Hangzhou	left hand	54	小手	ɕjɔ⁵³sej⁵³	234
699	Guangzhou	left hand	54	左手	ʦɔ³⁵sɐw³⁵	229
700	Nanchang	left hand	54	左手	ʦo²¹³sɨw²¹³	229
701	Chengdu	left hand	54	左手	ʦo⁵³səw	229
702	Chengdu	left hand	54	左刮刮	ʦo⁵³kwa⁵³kwa⁵³	232
703	Chengdu	left hand	54	左拐拐	ʦo⁵³kwajuai⁵³kwajuai⁵³	232
704	Chengdu	left hand	54	反手	fan⁵³səw⁵³	233
705	Taiyuan	left hand	54	左手	ʦɤ⁵³səw⁵³	229
706	Shexian	left hand	54	反手	fɛ³⁵ɕju³⁵	230
707	Beijing	left hand	54	左手	ʦwo²¹⁴ʂow²¹⁴	229
708	Kunming	left hand	54	左手	ʦo⁵³ʂəw⁵³	229
709	Shanghai	left hand	54	左手	ʦu³⁵sɤ³⁵	229
# 
710	Meixian	right hand	55	右手	ju⁵³su³¹	237
711	Changsha	right hand	55	右手	jəwiəu¹¹ʂəw⁴¹	235
712	Guixian	right hand	55	右手	jəwiəu²¹³səw⁴²	235
713	Guixian	right hand	55	正手	ʦen²¹³səw⁴²	236
714	Xiamen	right hand	55	右手	ju²²ʦʰju⁵³	238
715	Xiamen	right hand	55	正手	ʦjã²¹ʦʰju	238
716	Hefei	right hand	55	右手	jɯ⁵³ʂɯ²⁴	237
717	Jinan	right hand	55	右手	jowiou²¹ʂow⁵⁵	235
718	Hangzhou	right hand	55	顺手	zɥen¹³sej⁵³	236
719	Hangzhou	right hand	55	大手	dɑ¹³sej⁵³	239
720	Guangzhou	right hand	55	右手	jɐw²²sɐw³⁵	235
721	Nanchang	right hand	55	右手	ju²¹sɨw²¹³	237
722	Chengdu	right hand	55	右手	jəwiəu¹³səw⁵³	235
723	Taiyuan	right hand	55	正手	ʦəŋ⁴⁵səw⁵³	236
724	Taiyuan	right hand	55	右手	jəwiəu⁴⁵səw⁵³	235
725	Shexian	right hand	55	顺手	ɕɥʌ̃²²ɕju³⁵	238
726	Beijing	right hand	55	右手	jowiou⁵¹ʂow²¹⁴	235
727	Kunming	right hand	55	右手	jəwiəu²¹²ʂəw⁵³	235
728	Shanghai	right hand	55	右手	ɦjɤ¹³sɤ³⁵	237
# 
729	Meixian	fist	56	拳头	kʰjan¹¹tʰew¹¹	240
730	Changsha	fist	56	拳头骨	ʨɥẽ¹³təw¹³ku	241
731	Guixian	fist	56	碇子	tin²¹³ʦɿ⁴²	242
732	Guixian	fist	56	砣砣	tʰo²¹tʰo⁵⁵	242
733	Xiamen	fist	56	拳头母	kun³⁵tʰaw³⁵bu⁵³	240
734	Hefei	fist	56	拳头	ʨʰɥɪ̃⁵⁵tʰɯ	241
735	Jinan	fist	56	拳头	ʨʰɥã⁴²tʰow	241
736	Jinan	fist	56	拳	ʨʰɥã⁴²	241
737	Hangzhou	fist	56	拳头	ʣɥõ²¹³dej²¹³	241
738	Guangzhou	fist	56	拳头	kʰyn²¹tʰɐw²¹	240
739	Nanchang	fist	56	拳头	ʨʰɥɵn²⁴tʰɛw⁰⁴	240
740	Chengdu	fist	56	碇子	tin¹³ʦɿ	242
741	Chengdu	fist	56	砣子	tʰo³¹ʦɿ⁵³	242
742	Taiyuan	fist	56	圪都	kəʔ⁵⁴tu¹¹	244
743	Taiyuan	fist	56	锤	ʦʰwejuei¹¹	243
744	Shexian	fist	56	锤	ʨʰɥe⁴⁴	241
745	Shexian	fist	56	锤头	ʨʰɥe⁴⁴tʰju⁴⁴	241
746	Beijing	fist	56	拳头	ʨʰɥan³⁵tʰow³	240
747	Kunming	fist	56	捶头	t͡ʂʰwejuei³¹tʰəw³¹	243
748	Shanghai	fist	56	拳头	ʥɥø¹³dɤ¹³	241
# 
749	Meixian	forefinger	57	手指	su³¹ʦɿ³¹	245
750	Changsha	forefinger	57	手指脑	ʂəw⁴¹t͡ʂʅ²⁴law⁴¹	245
