# PAN
ID	Language	Gloss	GlossID	CogID	IPA	Tokens
1100	Central Amis	man/male	54	654	faqinajan	f a q i n a j a n
1101	Central Amis	man/male	54	654	faʔinajan	f a ʔ i n a j a n
1102	Chamorro	man/male	54	651	lahi	l a h i
1103	Chamorro	man/male	54	651	lai	l a i
1104	Chamorro	man/male	54	652	taotao	t a o t a o
1105	Banoni	man/male	54	652	tamata	t a m a t a
1106	Singhi	man/male	54	660	dari	d a r i
1107	Banggi	man/male	54	651	lahi	l a h i
# 
1108	Maloh	woman/female	55	669	babaiʔiŋé	b a b a i ʔ i ŋ é
1109	Merina (Malagasy)	woman/female	55	670	vavj	v a v j
1110	Palauan	woman/female	55	673	babil	b a b i l
1111	Tunjung	woman/female	55	673	waweʔ	w a w e ʔ
1112	Bare'e	woman/female	55	667	weʔa	w e ʔ a
1113	Iban	woman/female	55	671	induʔ	i n d u ʔ
1114	Berawan (Long Terawan)	woman/female	55	668	dicu	d i c u
1115	Moken	woman/female	55	670	binaj	b i n a j
1116	Hanunoo	woman/female	55	670	babaji	b a b a j i
1117	Wuna	woman/female	55	676	robine	r o b i n e
1118	Tetum	woman/female	55	667	fetːo	f e tː o
1119	Tsou	woman/female	55	675	mamespiŋi	m a m e s p i ŋ i
1120	Nias	woman/female	55	672	alawe	a l a w e
1121	Central Amis	woman/female	55	669	fafahian	f a f a h i a n
1122	Central Amis	woman/female	55	669	fafahijan	f a f a h i j a n
1123	Banoni	woman/female	55	666	moːno	m oː n o
1124	Singhi	woman/female	55	674	dajuŋ	d a j u ŋ
1125	Banggi	woman/female	55	665	liwun	l i w u n
# 
1126	Maloh	child	56	677	anak	a n a k
1127	Merina (Malagasy)	child	56	677	anaka	a n a k a
1128	Thao	child	56	684	azazak	a z a z a k
1129	Palauan	child	56	682	ŋalek	ŋ a l e k
1130	Tunjung	child	56	686	tuhiʔ	t u h i ʔ
1131	Bare'e	child	56	677	ana	a n a
1132	Iban	child	56	677	anak	a n a k
1133	Berawan (Long Terawan)	child	56	677	anaʔ	a n a ʔ
1134	Moken	child	56	677	canaːt	c a n aː t
1135	Moken	child	56	677	anaːt	a n aː t
1136	Hanunoo	child	56	677	anak	a n a k
1137	Wuna	child	56	677	anahi	a n a h i
1138	Tetum	child	56	683	oan	o a n
1139	Mailu	child	56	681	oeva	o e v a
1140	Tsou	child	56	685	foinana	f o i n a n a
1141	Tsou	child	56	687	oko	o k o
1142	Nias	child	56	677	ono	o n o
1143	Central Amis	child	56	679	wawa	w a w a
1144	Chamorro	child	56	680	patgon	p a t g o n
1145	Banoni	child	56	678	natsu	n a t s u
1146	Singhi	child	56	677	anak	a n a k
1147	Banggi	child	56	677	anak	a n a k
# 
1148	Maloh	husband	57	696	baka	b a k a
1149	Maloh	husband	57	690	laki	l a k i
1150	Merina (Malagasy)	husband	57	697	vadj	v a d j
1151	Thao	husband	57	700	ajuzi	a j u z i
1152	Palauan	husband	57	696	bucʰ	b u cʰ
1153	Tunjung	husband	57	691	wanaʔ	w a n a ʔ
1154	Bare'e	husband	57	690	laŋkai	l a ŋ k a i
1155	Iban	husband	57	694	laki	l a k i
1156	Berawan (Long Terawan)	husband	57	691	binəh	b i n ə h
1157	Moken	husband	57	692	kanaj	k a n a j
1158	Hanunoo	husband	57	693	asawa	a s a w a
1159	Wuna	husband	57	702	mogʰane	m o gʰ a n e
1160	Tetum	husband	57	699	laʔen	l a ʔ e n
1161	Mailu	husband	57	695	eme	e m e
1162	Tsou	husband	57	701	vcoŋʉ	v c o ŋ ʉ
1163	Nias	husband	57	698	foʔomo	f o ʔ o m o
1164	Nias	husband	57	688	doŋa	d o ŋ a
1165	Central Amis	husband	57	692	faʔinaj	f a ʔ i n a j
1166	Chamorro	husband	57	693	asagua	a s a g u a
1167	Banoni	husband	57	689	tamata	t a m a t a
1168	Singhi	husband	57	691	bonun	b o n u n
1169	Banggi	husband	57	688	saːna	s aː n a
# 
1170	Maloh	wife	58	707	baiʔiŋé	b a i ʔ i ŋ é
1171	Merina (Malagasy)	wife	58	709	vadj	v a d j
1172	Palauan	wife	58	711	bucʰ	b u cʰ
1173	Tunjung	wife	58	712	sagan	s a g a n
1174	Bare'e	wife	58	705	weʔa	w e ʔ a
1175	Iban	wife	58	707	bini	b i n i
1176	Berawan (Long Terawan)	wife	58	703	biʔeh	b i ʔ e h
1177	Moken	wife	58	707	binaj	b i n a j
1178	Hanunoo	wife	58	706	asawa	a s a w a
1179	Wuna	wife	58	707	robine	r o b i n e
1180	Tetum	wife	58	708	fen	f e n
1181	Mailu	wife	58	708	aveta	a v e t a
1182	Tsou	wife	58	713	vcoŋʉ	v c o ŋ ʉ
1183	Nias	wife	58	710	foʔomo	f o ʔ o m o
1184	Nias	wife	58	714	doŋa	d o ŋ a
1185	Central Amis	wife	58	705	fafahi	f a f a h i
1186	Chamorro	wife	58	706	asagua	a s a g u a
1187	Banoni	wife	58	704	moːno	m oː n o
1188	Singhi	wife	58	712	sowen	s o w e n
1189	Banggi	wife	58	703	saːh	s aː h
# 
1190	Maloh	mother	59	716	induʔ	i n d u ʔ
1191	Merina (Malagasy)	mother	59	719	rénj	r é n j
1192	Thao	mother	59	716	ina	i n a
1193	Palauan	mother	59	721	cʰedil	cʰ e d i l
1194	Tunjung	mother	59	717	meʔ	m e ʔ
1195	Bare'e	mother	59	716	ine	i n e
1196	Bare'e	mother	59	716	indo	i n d o
1197	Iban	mother	59	716	indai	i n d a i
1198	Berawan (Long Terawan)	mother	59	717	tinəh	t i n ə h
1199	Moken	mother	59	720	ʔenoŋ	ʔ e n o ŋ
1200	Hanunoo	mother	59	716	inaʔ	i n a ʔ
1201	Wuna	mother	59	716	ina	i n a
1202	Tetum	mother	59	716	ina	i n a
1203	Mailu	mother	59	718	adei	a d e i
1204	Tsou	mother	59	716	ino	i n o
1205	Nias	mother	59	716	ina	i n a
1206	Central Amis	mother	59	716	ina	i n a
1207	Chamorro	mother	59	716	nana	n a n a
1208	Banoni	mother	59	715	tsina	t s i n a
1209	Singhi	mother	59	716	sine	s i n e
# 
1210	Maloh	father	60	726	amaʔ	a m a ʔ
1211	Merina (Malagasy)	father	60	727	raj	r a j
1212	Thao	father	60	722	ama	a m a
1213	Palauan	father	60	725	cʰedam	cʰ e d a m
1214	Tunjung	father	60	726	maʔ	m a ʔ
1215	Bare'e	father	60	723	papa	p a p a
1216	Iban	father	60	723	apai	a p a i
1217	Berawan (Long Terawan)	father	60	724	tanəh	t a n ə h
1218	Moken	father	60	723	ʔapoŋ	ʔ a p o ŋ
1219	Hanunoo	father	60	726	amaʔ	a m a ʔ
1220	Wuna	father	60	722	ama	a m a
1221	Tetum	father	60	722	ama	a m a
1222	Mailu	father	60	723	abai	a b a i
1223	Tsou	father	60	722	amo	a m o
1224	Nias	father	60	722	ama	a m a
1225	Central Amis	father	60	722	mama	m a m a
1226	Chamorro	father	60	725	tata	t a t a
1227	Banoni	father	60	722	tama	t a m a
1228	Singhi	father	60	728	sama	s a m a
1229	Banggi	father	60	722	ama	a m a
# 
1230	Maloh	house	61	734	sau	s a u
1231	Thao	house	61	737	taun	t a u n
1232	Palauan	house	61	729	blai	b l a i
1233	Tunjung	house	61	738	dapeq	d a p e q
1234	Bare'e	house	61	731	banua	b a n u a
1235	Iban	house	61	732	rumah	r u m a h
1236	Berawan (Long Terawan)	house	61	732	lamin	l a m i n
1237	Moken	house	61	732	ʔomaːk	ʔ o m aː k
1238	Hanunoo	house	61	729	balaj	b a l a j
1239	Wuna	house	61	739	lambu	l a m b u
1240	Tetum	house	61	736	uma	u m a
1241	Mailu	house	61	733	uru	u r u
1242	Tsou	house	61	736	emoo	e m o o
1243	Nias	house	61	735	omo	o m o
1244	Central Amis	house	61	732	lumaq	l u m a q
1245	Central Amis	house	61	732	lumaʕ	l u m a ʕ
1246	Banoni	house	61	730	numa	n u m a
1247	Banggi	house	61	729	baːli	b aː l i
# 
1248	Maloh	thatch/roof	62	746	tuduŋ	t u d u ŋ
1249	Merina (Malagasy)	thatch/roof	62	744	tafo#bozaka	t a f o # b o z a k a
1250	Thao	thatch/roof	62	751	tafuq	t a f u q
1251	Palauan	thatch/roof	62	748	cʰado	cʰ a d o
1252	Tunjung	thatch/roof	62	753	sapaw#jemiaq	s a p a w # j e m i a q
1253	Bare'e	thatch/roof	62	742	ata	a t a
1254	Iban	thatch/roof	62	742	atap	a t a p
1255	Iban	thatch/roof	62	754	bumbuŋ	b u m b u ŋ
1256	Berawan (Long Terawan)	thatch/roof	62	740	sapaw	s a p a w
1257	Hanunoo	thatch/roof	62	745	atup	a t u p
1258	Tetum	thatch/roof	62	750	tali#tahan	t a l i # t a h a n
1259	Mailu	thatch/roof	62	742	ato	a t o
1260	Tsou	thatch/roof	62	752	euasi	e u a s i
1261	Nias	thatch/roof	62	747	sagõ	s a g õ
1262	Central Amis	thatch/roof	62	743	falahuŋ	f a l a h u ŋ
1263	Central Amis	thatch/roof	62	743	falahoŋ	f a l a h o ŋ
1264	Chamorro	thatch/roof	62	744	atof	a t o f
1265	Banoni	thatch/roof	62	741	tegʰunu	t e gʰ u n u
1266	Singhi	thatch/roof	62	749	tonʲah	t o nʲ a h
1267	Singhi	thatch/roof	62	755	iraw	i r a w
1268	Banggi	thatch/roof	62	740	safu	s a f u
# 
1269	Maloh	name	63	761	asan	a s a n
1270	Merina (Malagasy)	name	63	758	anarana	a n a r a n a
1271	Thao	name	63	764	lhanaz	l h a n a z
1272	Palauan	name	63	763	ŋakl	ŋ a k l
1273	Bare'e	name	63	757	toʔo	t o ʔ o
1274	Iban	name	63	759	nama	n a m a
1275	Berawan (Long Terawan)	name	63	758	aran	a r a n
1276	Moken	name	63	758	ŋanʲan	ŋ a nʲ a n
1277	Hanunoo	name	63	758	ŋaran	ŋ a r a n
1278	Wuna	name	63	765	neja	n e j a
1279	Tetum	name	63	758	naran	n a r a n
1280	Mailu	name	63	760	omu	o m u
1281	Tsou	name	63	759	oŋko	o ŋ k o
1282	Nias	name	63	762	tõi	t õ i
1283	Central Amis	name	63	758	ŋaŋan	ŋ a ŋ a n
1284	Singhi	name	63	761	adun	a d u n
1285	Banggi	name	63	756	eŋaːrdn	e ŋ aː r d n
# 
1286	Maloh	to say	64	775	jarum	j a r u m
1287	Merina (Malagasy)	to say	64	766	miténj	m i t é n j
1288	Thao	to say	64	779	kmuza	k m u z a
1289	Palauan	to say	64	777	dmuŋ	d m u ŋ
1290	Tunjung	to say	64	769	bagahaʔ	b a g a h a ʔ
1291	Bare'e	to say	64	768	mantoʔo	m a n t o ʔ o
1292	Iban	to say	64	773	sebut	s e b u t
1293	Iban	to say	64	783	jakoʔ	j a k o ʔ
1294	Berawan (Long Terawan)	to say	64	769	pateh	p a t e h
1295	Moken	to say	64	772	manʲak	m a nʲ a k
1296	Hanunoo	to say	64	772	magkun	m a g k u n
1297	Tetum	to say	64	778	haʔak	h a ʔ a k
1298	Mailu	to say	64	774	osiosi	o s i o s i
1299	Tsou	to say	64	780	mainca	m a i n c a
1300	Nias	to say	64	776	w̃aʔõ	w̃ a ʔ õ
1301	Central Amis	to say	64	770	ciŋlaw	c i ŋ l a w
1302	Central Amis	to say	64	782	sumual	s u m u a l
1303	Central Amis	to say	64	771	saːn	s aː n
1304	Chamorro	to say	64	771	saŋan	s a ŋ a n
1305	Banoni	to say	64	767	dara	d a r a
1306	Banoni	to say	64	781	va	v a
1307	Singhi	to say	64	771	naŋ	n a ŋ
1308	Singhi	to say	64	768	tanen	t a n e n
1309	Banggi	to say	64	766	moro	m o r o
# 
1310	Maloh	rope	65	784	tali	t a l i
1311	Merina (Malagasy)	rope	65	790	tadj	t a d j
1312	Thao	rope	65	787	qlhiw	q l h i w
1313	Palauan	rope	65	792	cʰekil	cʰ e k i l
1314	Tunjung	rope	65	784	taliʔ	t a l i ʔ
1315	Bare'e	rope	65	786	wajaː	w a j aː
1316	Iban	rope	65	784	tali	t a l i
1317	Berawan (Long Terawan)	rope	65	784	taleh	t a l e h
1318	Moken	rope	65	791	kəwaj	k ə w a j
1319	Hanunoo	rope	65	788	lubid	l u b i d
1320	Wuna	rope	65	794	rabuta	r a b u t a
1321	Tetum	rope	65	784	talin	t a l i n
1322	Mailu	rope	65	789	oraora	o r a o r a
1323	Tsou	rope	65	793	teési	t e é s i
1324	Nias	rope	65	784	tali	t a l i
1325	Central Amis	rope	65	787	keliw	k e l i w
1326	Chamorro	rope	65	784	tali	t a l i
1327	Banoni	rope	65	785	kurum	k u r u m
1328	Singhi	rope	65	784	taris	t a r i s
1329	Banggi	rope	65	784	tali	t a l i
# 
1330	Maloh	to tie up, fasten	66	795	miŋket	m i ŋ k e t
1331	Merina (Malagasy)	to tie up, fasten	66	798	miféhj	m i f é h j
1332	Thao	to tie up, fasten	66	801	qmucquc	q m u c q u c
1333	Palauan	to tie up, fasten	66	800	mesaur	m e s a u r
1334	Tunjung	to tie up, fasten	66	795	məcat	m ə c a t
1335	Bare'e	to tie up, fasten	66	797	kombi	k o m b i
1336	Iban	to tie up, fasten	66	797	kebat	k e b a t
1337	Iban	to tie up, fasten	66	805	nancʰaŋ	n a n cʰ a ŋ
1338	Iban	to tie up, fasten	66	809	naŋːam	n a ŋː a m
1339	Berawan (Long Terawan)	to tie up, fasten	66	795	mikeʔ	m i k e ʔ
1340	Moken	to tie up, fasten	66	795	mekat	m e k a t
1341	Moken	to tie up, fasten	66	806	lebaj	l e b a j
1342	Hanunoo	to tie up, fasten	66	795	higut	h i g u t
1343	Wuna	to tie up, fasten	66	803	netapu	n e t a p u
1344	Tetum	to tie up, fasten	66	796	futu	f u t u
1345	Tetum	to tie up, fasten	66	807	kmeti	k m e t i
1346	Tsou	to tie up, fasten	66	802	maepoeisi	m a e p o e i s i
1347	Nias	to tie up, fasten	66	799	bugõ	b u g õ
1348	Central Amis	to tie up, fasten	66	795	masuqut	m a s u q u t
1349	Central Amis	to tie up, fasten	66	804	falulen	f a l u l e n
1350	Central Amis	to tie up, fasten	66	808	soʔot	s o ʔ o t
1351	Banoni	to tie up, fasten	66	796	patsuna	p a t s u n a
1352	Banggi	to tie up, fasten	66	795	nigad	n i g a d
# 
1353	Maloh	to sew	67	818	mandait	m a n d a i t
1354	Merina (Malagasy)	to sew	67	811	manjaitra	m a n j a i t r a
1355	Thao	to sew	67	821	shmaqish	s h m a q i s h
1356	Palauan	to sew	67	820	merasm	m e r a s m
1357	Tunjung	to sew	67	812	ŋabet	ŋ a b e t
1358	Bare'e	to sew	67	811	monjau	m o n j a u
1359	Iban	to sew	67	816	jait	j a i t
1360	Berawan (Long Terawan)	to sew	67	812	napeʔ	n a p e ʔ
1361	Moken	to sew	67	811	mənʲiəŋ	m ə nʲ i ə ŋ
1362	Hanunoo	to sew	67	815	tahiʔ	t a h i ʔ
1363	Wuna	to sew	67	823	netampoli	n e t a m p o l i
1364	Tetum	to sew	67	814	lita	l i t a
1365	Mailu	to sew	67	817	surisuri	s u r i s u r i
1366	Tsou	to sew	67	822	tméʔsi	t m é ʔ s i
1367	Nias	to sew	67	819	afu	a f u
1368	Nias	to sew	67	825	tagu	t a g u
1369	Central Amis	to sew	67	813	mitapir	m i t a p i r
1370	Central Amis	to sew	67	813	mitaʔis	m i t a ʔ i s
1371	Chamorro	to sew	67	814	lakse	l a k s e
1372	Chamorro	to sew	67	824	sotse	s o t s e
1373	Banoni	to sew	67	810	keːkabe	k eː k a b e
1374	Singhi	to sew	67	812	nopuŋ	n o p u ŋ
# 
1375	Maloh	needle	68	829	darum	d a r u m
1376	Merina (Malagasy)	needle	68	832	fanjaitra	f a n j a i t r a
1377	Thao	needle	68	829	lhalhum	l h a l h u m
1378	Palauan	needle	68	829	rasm	r a s m
1379	Tunjung	needle	68	835	cahumpʰ	c a h u m pʰ
1380	Bare'e	needle	68	827	ijau	i j a u
1381	Iban	needle	68	829	jarum	j a r u m
1382	Berawan (Long Terawan)	needle	68	828	taun	t a u n
1383	Moken	needle	68	829	jalum	j a l u m
1384	Hanunoo	needle	68	829	dajum	d a j u m
1385	Wuna	needle	68	828	deu	d e u
1386	Tetum	needle	68	828	daun	d a u n
1387	Mailu	needle	68	831	ini	i n i
1388	Tsou	needle	68	834	feézo	f e é z o
1389	Central Amis	needle	68	829	rinum	r i n u m
1390	Central Amis	needle	68	829	linum	l i n u m
1391	Chamorro	needle	68	830	haguha	h a g u h a
1392	Banoni	needle	68	826	sa	s a
1393	Singhi	needle	68	833	tos	t o s
# 
1394	Maloh	to hunt	69	843	mansuʔ	m a n s u ʔ
1395	Merina (Malagasy)	to hunt	69	839	mihaza	m i h a z a
1396	Thao	to hunt	69	845	muribush	m u r i b u s h
1397	Palauan	to hunt	69	840	merːitel	m e rː i t e l
1398	Tunjung	to hunt	69	839	mahaw	m a h a w
1399	Bare'e	to hunt	69	837	maŋela	m a ŋ e l a
1400	Iban	to hunt	69	841	gigaʔ	g i g a ʔ
1401	Iban	to hunt	69	848	ŋasu	ŋ a s u
1402	Berawan (Long Terawan)	to hunt	69	838	bəkaraŋ	b ə k a r a ŋ
1403	Hanunoo	to hunt	69	840	maŋidu	m a ŋ i d u
1404	Wuna	to hunt	69	847	nofula	n o f u l a
1405	Wuna	to hunt	69	847	nokulo	n o k u l o
1406	Tetum	to hunt	69	837	maraka	m a r a k a
1407	Mailu	to hunt	69	842	apana	a p a n a
1408	Mailu	to hunt	69	849	laiva	l a i v a
1409	Tsou	to hunt	69	846	tmaseiti	t m a s e i t i
1410	Nias	to hunt	69	844	alu	a l u
1411	Central Amis	to hunt	69	839	miʔaloʔ	m i ʔ a l o ʔ
1412	Central Amis	to hunt	69	840	mitilu	m i t i l u
1413	Banoni	to hunt	69	836	vakavino	v a k a v i n o
1414	Singhi	to hunt	69	838	ŋokaŋ	ŋ o k a ŋ
1415	Singhi	to hunt	69	842	nʲipa	nʲ i p a
# 
1416	Maloh	to shoot	70	855	manimbak	m a n i m b a k
1417	Merina (Malagasy)	to shoot	70	856	mitifitra	m i t i f i t r a
1418	Thao	to shoot	70	859	palatatnur	p a l a t a t n u r
1419	Palauan	to shoot	70	858	omoes	o m o e s
1420	Tunjung	to shoot	70	850	nemak	n e m a k
1421	Bare'e	to shoot	70	852	mopana	m o p a n a
1422	Iban	to shoot	70	855	timbak	t i m b a k
1423	Moken	to shoot	70	857	mənʲiŋ	m ə nʲ i ŋ
1424	Hanunoo	to shoot	70	854	palkas	p a l k a s
1425	Wuna	to shoot	70	855	netemba	n e t e m b a
1426	Tetum	to shoot	70	852	hana	h a n a
1427	Tsou	to shoot	70	852	pono	p o n o
1428	Tsou	to shoot	70	853	pnaa	p n a a
1429	Nias	to shoot	70	852	fana	f a n a
1430	Central Amis	to shoot	70	852	panaʔ	p a n a ʔ
1431	Chamorro	to shoot	70	853	paki	p a k i
1432	Banoni	to shoot	70	851	kum	k u m
1433	Singhi	to shoot	70	850	nimak	n i m a k
1434	Banggi	to shoot	70	850	nimbak	n i m b a k
# 
1435	Maloh	to stab, pierce	71	860	majuk	m a j u k
1436	Merina (Malagasy)	to stab, pierce	71	862	mandoaka	m a n d o a k a
1437	Thao	to stab, pierce	71	866	lhmirik	l h m i r i k
1438	Palauan	to stab, pierce	71	868	merus	m e r u s
1439	Tunjung	to stab, pierce	71	862	mancak	m a n c a k
1440	Bare'e	to stab, pierce	71	862	moncaku	m o n c a k u
1441	Berawan (Long Terawan)	to stab, pierce	71	863	nəpiʔ	n ə p i ʔ
1442	Moken	to stab, pierce	71	866	ləbak	l ə b a k
1443	Moken	to stab, pierce	71	874	ləkam	l ə k a m
1444	Hanunoo	to stab, pierce	71	865	harug	h a r u g
1445	Wuna	to stab, pierce	71	872	fotobo	f o t o b o
1446	Tetum	to stab, pierce	71	870	sona	s o n a
1447	Tsou	to stab, pierce	71	871	smueu	s m u e u
1448	Nias	to stab, pierce	71	867	tuo	t u o
1449	Central Amis	to stab, pierce	71	860	icucuk	i c u c u k
1450	Central Amis	to stab, pierce	71	860	cucuk	c u c u k
1451	Chamorro	to stab, pierce	71	864	bulokbok	b u l o k b o k
1452	Banoni	to stab, pierce	71	861	tsu	t s u
1453	Banoni	to stab, pierce	71	873	paraka	p a r a k a
1454	Banoni	to stab, pierce	71	867	tapoː	t a p oː
1455	Singhi	to stab, pierce	71	869	nijub	n i j u b
1456	Banggi	to stab, pierce	71	860	musuk	m u s u k
# 
1457	Maloh	to hit	72	882	sigusu	s i g u s u
1458	Merina (Malagasy)	to hit	72	883	mamélj	m a m é l j
1459	Thao	to hit	72	888	kmaj	k m a j
1460	Palauan	to hit	72	886	meŋlébed	m e ŋ l é b e d
1461	Tunjung	to hit	72	889	bajagur	b a j a g u r
1462	Bare'e	to hit	72	875	bombali	b o m b a l i
1463	Iban	to hit	72	880	maluk	m a l u k
1464	Iban	to hit	72	893	sipat	s i p a t
1465	Iban	to hit	72	895	lunsin	l u n s i n
1466	Iban	to hit	72	897	paluʔ	p a l u ʔ
1467	Berawan (Long Terawan)	to hit	72	877	mupoʔ	m u p o ʔ
1468	Moken	to hit	72	884	məcʰun	m ə cʰ u n
1469	Hanunoo	to hit	72	875	hampak	h a m p a k
1470	Wuna	to hit	72	890	nesuwu	n e s u w u
1471	Wuna	to hit	72	894	nesoda	n e s o d a
1472	Wuna	to hit	72	896	fopepe	f o p e p e
1473	Mailu	to hit	72	881	keakea	k e a k e a
1474	Tsou	to hit	72	882	smizi	s m i z i
1475	Nias	to hit	72	885	tifa	t i f a
1476	Central Amis	to hit	72	878	palu	p a l u
1477	Central Amis	to hit	72	892	setiq	s e t i q
1478	Central Amis	to hit	72	883	mipalo	m i p a l o
1479	Central Amis	to hit	72	894	mistiʔ	m i s t i ʔ
1480	Chamorro	to hit	72	879	fagːas	f a gː a s
1481	Banoni	to hit	72	876	tsunu	t s u n u
1482	Banoni	to hit	72	891	buno	b u n o
1483	Banoni	to hit	72	876	tagunu	t a g u n u
1484	Singhi	to hit	72	887	obox	o b o x
1485	Banggi	to hit	72	875	numbuk	n u m b u k
# 
1486	Maloh	to steal	73	904	kalit	k a l i t
1487	Merina (Malagasy)	to steal	73	905	maŋalatra	m a ŋ a l a t r a
1488	Thao	to steal	73	909	kunriu	k u n r i u
1489	Palauan	to steal	73	905	meŋol	m e ŋ o l
1490	Bare'e	to steal	73	900	ago	a g o
1491	Iban	to steal	73	902	ŋencʰuri	ŋ e n cʰ u r i
1492	Berawan (Long Terawan)	to steal	73	901	nakaw	n a k a w
1493	Moken	to steal	73	906	gupeːt	g u p eː t
1494	Moken	to steal	73	904	ŋəlat	ŋ ə l a t
1495	Hanunoo	to steal	73	901	takaw	t a k a w
1496	Wuna	to steal	73	911	nombulaku	n o m b u l a k u
1497	Tetum	to steal	73	908	hanaʔo	h a n a ʔ o
1498	Mailu	to steal	73	903	auere	a u e r e
1499	Mailu	to steal	73	912	omaoma	o m a o m a
1500	Mailu	to steal	73	913	teretere	t e r e t e r e
1501	Tsou	to steal	73	910	meoeoi	m e o e o i
1502	Nias	to steal	73	907	luʔa	l u ʔ a
1503	Nias	to steal	73	900	tagõ	t a g õ
1504	Central Amis	to steal	73	901	takaw	t a k a w
1505	Chamorro	to steal	73	900	sakːe	s a kː e
1506	Banoni	to steal	73	899	dzaŋa	d z a ŋ a
1507	Singhi	to steal	73	898	noku	n o k u
1508	Banggi	to steal	73	898	nahu	n a h u
# 
1509	Maloh	to kill	74	918	bunoʔ	b u n o ʔ
1510	Merina (Malagasy)	to kill	74	917	mamono	m a m o n o
1511	Thao	to kill	74	922	kmaj#pacaj	k m a j # p a c a j
1512	Palauan	to kill	74	920	meléb	m e l é b
1513	Tunjung	to kill	74	915	pakateʔ	p a k a t e ʔ
1514	Bare'e	to kill	74	915	pate	p a t e
1515	Iban	to kill	74	918	bunoh	b u n o h
1516	Berawan (Long Terawan)	to kill	74	915	pələtːəh	p ə l ə tː ə h
1517	Moken	to kill	74	918	munuːk	m u n uː k
1518	Hanunoo	to kill	74	917	matjun	m a t j u n
1519	Wuna	to kill	74	924	fopoŋko	f o p o ŋ k o
1520	Mailu	to kill	74	919	maimai	m a i m a i
1521	Tsou	to kill	74	923	poh	p o h
1522	Nias	to kill	74	918	bunu	b u n u
1523	Central Amis	to kill	74	916	tapaʔ	t a p a ʔ
1524	Banoni	to kill	74	914	tsuna	t s u n a
1525	Banoni	to kill	74	925	vamate	v a m a t e
1526	Banoni	to kill	74	926	venua	v e n u a
1527	Singhi	to kill	74	921	ŋabus	ŋ a b u s
# 
1528	Maloh	to die, be dead	75	928	maté	m a t é
1529	Merina (Malagasy)	to die, be dead	75	928	matj	m a t j
1530	Thao	to die, be dead	75	928	macaj	m a c a j
1531	Palauan	to die, be dead	75	928	mad	m a d
1532	Tunjung	to die, be dead	75	928	mateʔ	m a t e ʔ
1533	Bare'e	to die, be dead	75	928	mate	m a t e
1534	Iban	to die, be dead	75	928	mati	m a t i
1535	Berawan (Long Terawan)	to die, be dead	75	928	lətːəh	l ə tː ə h
1536	Moken	to die, be dead	75	928	mataj	m a t a j
1537	Hanunoo	to die, be dead	75	928	mataj	m a t a j
1538	Wuna	to die, be dead	75	928	mate	m a t e
1539	Tetum	to die, be dead	75	928	mate	m a t e
1540	Mailu	to die, be dead	75	929	bau	b a u
1541	Tsou	to die, be dead	75	928	mcoi	m c o i
1542	Nias	to die, be dead	75	928	mate	m a t e
1543	Central Amis	to die, be dead	75	927	pataj	p a t a j
1544	Chamorro	to die, be dead	75	928	matai	m a t a i
1545	Banoni	to die, be dead	75	928	mate	m a t e
1546	Singhi	to die, be dead	75	930	kobus	k o b u s
1547	Banggi	to die, be dead	75	928	maːti	m aː t i
# 
1548	Maloh	to live, be alive	76	937	idup	i d u p
1549	Merina (Malagasy)	to live, be alive	76	939	miaina	m i a i n a
1550	Thao	to live, be alive	76	942	maqalhtash	m a q a l h t a s h
1551	Palauan	to live, be alive	76	941	ŋar	ŋ a r
1552	Tunjung	to live, be alive	76	934	bəlum	b ə l u m
1553	Bare'e	to live, be alive	76	933	mata	m a t a
1554	Iban	to live, be alive	76	937	idup	i d u p
1555	Berawan (Long Terawan)	to live, be alive	76	934	mulon	m u l o n
1556	Moken	to live, be alive	76	937	kudip	k u d i p
1557	Hanunoo	to live, be alive	76	936	buhi	b u h i
1558	Wuna	to live, be alive	76	944	dadi	d a d i
1559	Tetum	to live, be alive	76	935	moris	m o r i s
1560	Mailu	to live, be alive	76	938	auauri	a u a u r i
1561	Mailu	to live, be alive	76	938	mauri	m a u r i
1562	Tsou	to live, be alive	76	943	eansoua	e a n s o u a
1563	Nias	to live, be alive	76	940	monoso	m o n o s o
1564	Central Amis	to live, be alive	76	935	maroʔ	m a r o ʔ
1565	Banoni	to live, be alive	76	932	sabiri	s a b i r i
1566	Singhi	to live, be alive	76	937	idip	i d i p
1567	Banggi	to live, be alive	76	931	biag	b i a g
# 
1568	Maloh	to scratch	77	949	maŋauʔ	m a ŋ a u ʔ
1569	Merina (Malagasy)	to scratch	77	949	mihaotra	m i h a o t r a
1570	Thao	to scratch	77	950	kmulhaw	k m u l h a w
1571	Palauan	to scratch	77	952	meŋkas	m e ŋ k a s
1572	Tunjung	to scratch	77	945	ŋərogot	ŋ ə r o g o t
1573	Bare'e	to scratch	77	947	kao	k a o
1574	Iban	to scratch	77	947	garuʔ	g a r u ʔ
1575	Iban	to scratch	77	953	kisai	k i s a i
1576	Berawan (Long Terawan)	to scratch	77	946	kikiw	k i k i w
1577	Moken	to scratch	77	950	ŋalaw	ŋ a l a w
1578	Hanunoo	to scratch	77	946	kagaw	k a g a w
1579	Wuna	to scratch	77	955	nekurumasi	n e k u r u m a s i
1580	Tetum	to scratch	77	953	koi	k o i
1581	Tsou	to scratch	77	954	misiʔsi	m i s i ʔ s i
